Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Drink_Driving,Involving_Driver_Speed,Involving_Fatigued_Driver,Involving_Defective_Vehicle,Count_Crashes,Count_Fatality,Count_Hospitalised,Count_Medically_Treated,Count_Minor_Injury,Count_All_Casualties
2004,Northern,Hospitalisation,No,No,No,Yes,9,0,11,0,0,11
2004,Northern,Hospitalisation,No,No,Yes,No,8,0,8,0,1,9
2004,Northern,Hospitalisation,No,Yes,No,No,15,0,21,2,0,23
2004,Northern,Hospitalisation,No,Yes,Yes,No,1,0,1,0,0,1
2004,Northern,Hospitalisation,Yes,No,No,No,26,0,31,5,1,37
2004,Northern,Hospitalisation,Yes,No,Yes,No,1,0,1,0,0,1
2004,Northern,Hospitalisation,Yes,Yes,No,No,6,0,11,0,0,11
2004,Northern,Hospitalisation,Yes,Yes,No,Yes,1,0,2,0,0,2
2004,Northern,Medical treatment,No,No,No,No,239,0,0,301,19,320
2004,Northern,Medical treatment,No,No,No,Yes,11,0,0,13,0,13
2004,Northern,Medical treatment,No,Yes,No,No,8,0,0,10,2,12
2004,Northern,Medical treatment,No,Yes,No,Yes,1,0,0,1,0,1
2004,Northern,Medical treatment,Yes,No,No,No,12,0,0,15,0,15
2004,Northern,Medical treatment,Yes,Yes,No,No,3,0,0,4,0,4
2004,Northern,Minor injury,No,No,No,No,127,0,0,0,148,148
2004,Northern,Minor injury,No,No,No,Yes,5,0,0,0,5,5
2004,Northern,Minor injury,No,No,Yes,No,3,0,0,0,3,3
2004,Northern,Minor injury,No,Yes,No,No,5,0,0,0,5,5
2004,Northern,Minor injury,Yes,No,No,No,8,0,0,0,9,9
2004,Northern,Property damage only,No,No,No,No,449,0,0,0,0,0
2004,Northern,Property damage only,No,No,No,Yes,16,0,0,0,0,0
2004,Northern,Property damage only,No,No,Yes,No,8,0,0,0,0,0
2004,Northern,Property damage only,No,Yes,No,No,32,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,No,No,41,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,No,No,1,0,0,0,0,0
2004,South Eastern,Fatal,No,No,No,No,26,27,14,0,1,42
2004,South Eastern,Fatal,No,Yes,No,No,7,7,3,0,0,10
2004,South Eastern,Fatal,Yes,No,No,No,10,10,4,2,0,16
2004,South Eastern,Fatal,Yes,Yes,No,No,1,2,0,0,0,2
2004,South Eastern,Hospitalisation,No,No,No,No,734,0,876,74,55,1005
2004,South Eastern,Hospitalisation,No,No,No,Yes,18,0,19,0,3,22
2004,South Eastern,Hospitalisation,No,No,Yes,No,12,0,12,0,1,13
2004,South Eastern,Hospitalisation,No,Yes,No,No,41,0,49,11,4,64
2004,South Eastern,Hospitalisation,No,Yes,No,Yes,2,0,4,0,0,4
2004,South Eastern,Hospitalisation,Yes,No,No,No,71,0,91,14,2,107
2004,South Eastern,Hospitalisation,Yes,No,No,Yes,2,0,2,2,0,4
2004,South Eastern,Hospitalisation,Yes,No,Yes,No,2,0,2,0,0,2
2004,South Eastern,Hospitalisation,Yes,Yes,No,No,15,0,20,1,0,21
2004,South Eastern,Medical treatment,No,No,No,No,835,0,0,1011,73,1084
2004,South Eastern,Medical treatment,No,No,No,Yes,17,0,0,18,2,20
2004,South Eastern,Medical treatment,No,No,Yes,No,11,0,0,11,0,11
2004,South Eastern,Medical treatment,No,Yes,No,No,24,0,0,28,3,31
2004,South Eastern,Medical treatment,No,Yes,No,Yes,1,0,0,1,1,2
2004,South Eastern,Medical treatment,Yes,No,No,No,43,0,0,49,3,52
2004,South Eastern,Medical treatment,Yes,No,No,Yes,1,0,0,1,0,1
2004,South Eastern,Medical treatment,Yes,Yes,No,No,6,0,0,11,0,11
2004,South Eastern,Minor injury,No,No,No,No,499,0,0,0,616,616
2004,South Eastern,Minor injury,No,No,No,Yes,8,0,0,0,12,12
2004,South Eastern,Minor injury,No,No,Yes,No,8,0,0,0,10,10
2004,South Eastern,Minor injury,No,Yes,No,No,12,0,0,0,17,17
2004,South Eastern,Minor injury,No,Yes,No,Yes,2,0,0,0,2,2
2004,South Eastern,Minor injury,Yes,No,No,No,25,0,0,0,25,25
2004,South Eastern,Minor injury,Yes,No,Yes,No,2,0,0,0,5,5
2004,South Eastern,Minor injury,Yes,Yes,No,No,5,0,0,0,6,6
2004,South Eastern,Property damage only,No,No,No,No,1147,0,0,0,0,0
2004,South Eastern,Property damage only,No,No,No,Yes,41,0,0,0,0,0
2004,South Eastern,Property damage only,No,No,Yes,No,16,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,No,No,75,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,Yes,No,1,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,No,137,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,Yes,No,8,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,No,No,14,0,0,0,0,0
2004,Southern,Fatal,No,No,No,No,35,41,21,3,3,68
2004,Southern,Fatal,No,No,No,Yes,1,1,1,0,0,2
2004,Southern,Fatal,No,No,Yes,No,6,8,9,0,0,17
2004,Southern,Fatal,No,Yes,No,No,6,6,2,0,0,8
2004,Southern,Fatal,Yes,No,No,No,2,2,1,0,0,3
2004,Southern,Fatal,Yes,No,Yes,Yes,1,1,0,0,0,1
2004,Southern,Fatal,Yes,Yes,No,No,5,6,4,1,0,11
2004,Southern,Hospitalisation,No,No,No,No,467,0,577,47,28,652
2004,Southern,Hospitalisation,No,No,No,Yes,23,0,28,4,1,33
2004,Southern,Hospitalisation,No,No,Yes,No,31,0,42,4,0,46
2004,Southern,Hospitalisation,No,No,Yes,Yes,1,0,1,1,0,2
2004,Southern,Hospitalisation,No,Yes,No,No,31,0,42,7,1,50
2004,Southern,Hospitalisation,No,Yes,No,Yes,3,0,3,0,0,3
2004,Southern,Hospitalisation,No,Yes,Yes,No,1,0,1,1,0,2
2004,Southern,Hospitalisation,Yes,No,No,No,50,0,62,6,4,72
2004,Southern,Hospitalisation,Yes,No,Yes,No,1,0,1,0,0,1
2004,Southern,Hospitalisation,Yes,Yes,No,No,6,0,9,2,0,11
2004,Southern,Medical treatment,No,No,No,No,465,0,0,589,33,622
2004,Southern,Medical treatment,No,No,No,Yes,13,0,0,15,0,15
2004,Southern,Medical treatment,No,No,Yes,No,15,0,0,18,0,18
2004,Southern,Medical treatment,No,Yes,No,No,19,0,0,22,1,23
2004,Southern,Medical treatment,Yes,No,No,No,20,0,0,27,0,27
2004,Southern,Medical treatment,Yes,No,Yes,No,4,0,0,4,0,4
2004,Southern,Medical treatment,Yes,Yes,No,No,1,0,0,2,0,2
2004,Southern,Minor injury,No,No,No,No,305,0,0,0,373,373
2004,Southern,Minor injury,No,No,No,Yes,13,0,0,0,19,19
2004,Southern,Minor injury,No,No,Yes,No,8,0,0,0,8,8
2004,Southern,Minor injury,No,Yes,No,No,11,0,0,0,15,15
2004,Southern,Minor injury,Yes,No,No,No,7,0,0,0,7,7
2004,Southern,Minor injury,Yes,Yes,No,No,4,0,0,0,7,7
2004,Southern,Property damage only,No,No,No,No,1212,0,0,0,0,0
2004,Southern,Property damage only,No,No,No,Yes,56,0,0,0,0,0
2004,Southern,Property damage only,No,No,Yes,No,34,0,0,0,0,0
2004,Southern,Property damage only,No,No,Yes,Yes,1,0,0,0,0,0
2004,Southern,Property damage only,No,Yes,No,No,51,0,0,0,0,0
2004,Southern,Property damage only,Yes,No,No,No,60,0,0,0,0,0
2004,Southern,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2004,Southern,Property damage only,Yes,No,Yes,No,1,0,0,0,0,0
2004,Southern,Property damage only,Yes,Yes,No,No,8,0,0,0,0,0
2004,Unknown,Hospitalisation,No,No,No,No,6,0,8,1,2,11
2004,Unknown,Hospitalisation,No,Yes,No,No,2,0,2,0,0,2
2004,Unknown,Hospitalisation,Yes,No,No,No,1,0,2,2,0,4
2004,Unknown,Medical treatment,No,No,No,No,7,0,0,7,0,7
2004,Unknown,Medical treatment,No,No,No,Yes,1,0,0,1,0,1
2004,Unknown,Medical treatment,Yes,No,No,No,1,0,0,1,0,1
2004,Unknown,Minor injury,No,No,No,No,4,0,0,0,4,4
2004,Unknown,Property damage only,No,No,No,No,12,0,0,0,0,0
2004,Unknown,Property damage only,No,No,No,Yes,1,0,0,0,0,0
2005,Brisbane,Fatal,No,No,No,No,23,24,4,1,1,30
2005,Brisbane,Fatal,No,No,Yes,No,1,1,0,0,0,1
2005,Brisbane,Fatal,No,Yes,No,No,6,6,1,0,0,7
2005,Brisbane,Fatal,Yes,No,No,No,8,8,6,0,0,14
2005,Brisbane,Fatal,Yes,Yes,No,No,3,3,1,3,0,7
2005,Brisbane,Hospitalisation,No,No,No,No,1252,0,1457,147,93,1697
2005,Brisbane,Hospitalisation,No,No,No,Yes,26,0,29,2,5,36
2005,Brisbane,Hospitalisation,No,No,Yes,No,16,0,19,0,2,21
2005,Brisbane,Hospitalisation,No,Yes,No,No,49,0,67,3,2,72
2005,Brisbane,Hospitalisation,Yes,No,No,No,80,0,100,11,3,114
2005,Brisbane,Hospitalisation,Yes,No,Yes,No,5,0,5,3,0,8
2005,Brisbane,Hospitalisation,Yes,Yes,No,No,24,0,36,9,1,46
2005,Brisbane,Medical treatment,No,No,No,No,1741,0,0,2116,151,2267
2005,Brisbane,Medical treatment,No,No,No,Yes,28,0,0,35,1,36
2005,Brisbane,Medical treatment,No,No,Yes,No,25,0,0,27,0,27
2005,Brisbane,Medical treatment,No,Yes,No,No,49,0,0,54,7,61
2005,Brisbane,Medical treatment,No,Yes,No,Yes,3,0,0,3,0,3
2005,Brisbane,Medical treatment,Yes,No,No,No,62,0,0,71,3,74
2005,Brisbane,Medical treatment,Yes,No,No,Yes,1,0,0,1,0,1
2005,Brisbane,Medical treatment,Yes,No,Yes,No,1,0,0,1,0,1
2005,Brisbane,Medical treatment,Yes,Yes,No,No,9,0,0,14,2,16
2005,Brisbane,Medical treatment,Yes,Yes,No,Yes,1,0,0,2,0,2
2005,Brisbane,Minor injury,No,No,No,No,928,0,0,0,1107,1107
2005,Brisbane,Minor injury,No,No,No,Yes,11,0,0,0,14,14
2005,Brisbane,Minor injury,No,No,Yes,No,6,0,0,0,6,6
2005,Brisbane,Minor injury,No,Yes,No,No,31,0,0,0,37,37
2005,Brisbane,Minor injury,Yes,No,No,No,29,0,0,0,33,33
2005,Brisbane,Minor injury,Yes,Yes,No,No,6,0,0,0,8,8
2005,Brisbane,Property damage only,No,No,No,No,2023,0,0,0,0,0
2005,Brisbane,Property damage only,No,No,No,Yes,66,0,0,0,0,0
2005,Brisbane,Property damage only,No,No,Yes,No,31,0,0,0,0,0
2005,Brisbane,Property damage only,No,Yes,No,No,129,0,0,0,0,0
2005,Brisbane,Property damage only,No,Yes,No,Yes,1,0,0,0,0,0
2005,Brisbane,Property damage only,Yes,No,No,No,174,0,0,0,0,0
2005,Brisbane,Property damage only,Yes,No,No,Yes,2,0,0,0,0,0
2005,Brisbane,Property damage only,Yes,No,Yes,No,3,0,0,0,0,0
2005,Brisbane,Property damage only,Yes,Yes,No,No,24,0,0,0,0,0
2005,Central,Fatal,No,No,No,No,18,25,5,1,0,31
2005,Central,Fatal,No,No,Yes,No,9,10,2,1,0,13
2005,Central,Fatal,No,Yes,No,No,2,2,0,0,0,2
2005,Central,Fatal,Yes,No,No,No,7,7,4,3,0,14
2005,Central,Fatal,Yes,No,Yes,No,1,1,0,0,0,1
2005,Central,Fatal,Yes,Yes,No,No,3,3,0,0,0,3
2005,Central,Hospitalisation,No,No,No,No,381,0,449,44,24,517
2005,Central,Hospitalisation,No,No,No,Yes,15,0,18,0,1,19
2005,Central,Hospitalisation,No,No,Yes,No,37,0,49,6,0,55
2005,Central,Hospitalisation,No,Yes,No,No,25,0,34,3,2,39
2005,Central,Hospitalisation,Yes,No,No,No,48,0,59,7,1,67
2005,Central,Hospitalisation,Yes,No,Yes,No,5,0,5,0,0,5
2005,Central,Hospitalisation,Yes,Yes,No,No,10,0,15,0,0,15
2005,Central,Medical treatment,No,No,No,No,355,0,0,437,31,468
2005,Central,Medical treatment,No,No,No,Yes,13,0,0,16,0,16
2005,Central,Medical treatment,No,No,Yes,No,13,0,0,15,0,15
2005,Central,Medical treatment,No,Yes,No,No,12,0,0,13,2,15
2005,Central,Medical treatment,Yes,No,No,No,25,0,0,30,3,33
2005,Central,Medical treatment,Yes,No,No,Yes,1,0,0,1,0,1
2005,Central,Medical treatment,Yes,No,Yes,No,1,0,0,1,0,1
2005,Central,Medical treatment,Yes,Yes,No,No,1,0,0,1,0,1
2005,Central,Minor injury,No,No,No,No,223,0,0,0,262,262
2005,Central,Minor injury,No,No,No,Yes,5,0,0,0,5,5
2005,Central,Minor injury,No,No,Yes,No,12,0,0,0,13,13
2005,Central,Minor injury,No,Yes,No,No,6,0,0,0,7,7
2005,Central,Minor injury,Yes,No,No,No,16,0,0,0,19,19
2005,Central,Minor injury,Yes,No,Yes,No,1,0,0,0,1,1
2005,Central,Minor injury,Yes,Yes,No,No,4,0,0,0,4,4
2005,Central,Property damage only,No,No,No,No,756,0,0,0,0,0
2005,Central,Property damage only,No,No,No,Yes,37,0,0,0,0,0
2005,Central,Property damage only,No,No,Yes,No,29,0,0,0,0,0
2005,Central,Property damage only,No,Yes,No,No,40,0,0,0,0,0
2005,Central,Property damage only,Yes,No,No,No,63,0,0,0,0,0
2005,Central,Property damage only,Yes,No,Yes,No,4,0,0,0,0,0
2005,Central,Property damage only,Yes,Yes,No,No,10,0,0,0,0,0
2005,Far Northern,Fatal,No,No,No,No,13,13,1,0,1,15
2005,Far Northern,Fatal,No,No,No,Yes,1,1,0,0,0,1
2005,Far Northern,Fatal,No,Yes,No,No,5,5,1,1,0,7
2005,Far Northern,Fatal,Yes,No,No,No,7,7,0,1,1,9
2005,Far Northern,Fatal,Yes,Yes,No,No,1,1,1,1,0,3
2005,Far Northern,Fatal,Yes,Yes,No,Yes,1,1,0,0,0,1
2005,Far Northern,Hospitalisation,No,No,No,No,297,0,353,29,17,399
2005,Far Northern,Hospitalisation,No,No,No,Yes,12,0,12,0,0,12
2005,Far Northern,Hospitalisation,No,No,Yes,No,9,0,12,1,1,14
2005,Far Northern,Hospitalisation,No,Yes,No,No,23,0,26,1,0,27
2005,Far Northern,Hospitalisation,No,Yes,No,Yes,1,0,1,0,0,1
2005,Far Northern,Hospitalisation,Yes,No,No,No,37,0,44,4,1,49
2005,Far Northern,Hospitalisation,Yes,No,No,Yes,1,0,2,0,0,2
2005,Far Northern,Hospitalisation,Yes,No,Yes,No,1,0,3,0,0,3
2005,Far Northern,Hospitalisation,Yes,Yes,No,No,8,0,13,2,0,15
2005,Far Northern,Medical treatment,No,No,No,No,200,0,0,231,13,244
2005,Far Northern,Medical treatment,No,No,No,Yes,6,0,0,10,1,11
2005,Far Northern,Medical treatment,No,No,Yes,No,6,0,0,9,0,9
2005,Far Northern,Medical treatment,No,Yes,No,No,6,0,0,7,0,7
2005,Far Northern,Medical treatment,Yes,No,No,No,15,0,0,18,2,20
2005,Far Northern,Medical treatment,Yes,No,No,Yes,1,0,0,1,0,1
2005,Far Northern,Medical treatment,Yes,Yes,No,No,3,0,0,3,0,3
2005,Far Northern,Minor injury,No,No,No,No,154,0,0,0,179,179
2005,Far Northern,Minor injury,No,No,No,Yes,10,0,0,0,13,13
2005,Far Northern,Minor injury,No,No,Yes,No,8,0,0,0,9,9
2005,Far Northern,Minor injury,No,Yes,No,No,3,0,0,0,4,4
2005,Far Northern,Minor injury,Yes,No,No,No,11,0,0,0,11,11
2005,Far Northern,Minor injury,Yes,No,No,Yes,1,0,0,0,1,1
2005,Far Northern,Property damage only,No,No,No,No,481,0,0,0,0,0
2005,Far Northern,Property damage only,No,No,No,Yes,10,0,0,0,0,0
2005,Far Northern,Property damage only,No,No,Yes,No,11,0,0,0,0,0
2005,Far Northern,Property damage only,No,Yes,No,No,33,0,0,0,0,0
2005,Far Northern,Property damage only,No,Yes,No,Yes,4,0,0,0,0,0
2005,Far Northern,Property damage only,Yes,No,No,No,38,0,0,0,0,0
2005,Far Northern,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2005,Far Northern,Property damage only,Yes,No,Yes,No,3,0,0,0,0,0
2005,Far Northern,Property damage only,Yes,Yes,No,No,6,0,0,0,0,0
2005,North Coast,Fatal,No,No,No,No,40,45,32,9,0,86
2005,North Coast,Fatal,No,No,No,Yes,1,1,0,0,0,1
2005,North Coast,Fatal,No,No,Yes,No,2,2,5,0,0,7
2005,North Coast,Fatal,No,Yes,No,No,11,13,8,6,2,29
2005,North Coast,Fatal,Yes,No,No,No,6,7,0,0,1,8
2005,North Coast,Fatal,Yes,Yes,No,No,5,6,0,0,1,7
2005,North Coast,Fatal,Yes,Yes,Yes,No,1,1,0,1,0,2
2005,North Coast,Hospitalisation,No,No,No,No,751,0,906,105,37,1048
2005,North Coast,Hospitalisation,No,No,No,Yes,24,0,27,8,1,36
2005,North Coast,Hospitalisation,No,No,Yes,No,30,0,41,2,1,44
2005,North Coast,Hospitalisation,No,Yes,No,No,61,0,95,11,7,113
2005,North Coast,Hospitalisation,No,Yes,No,Yes,3,0,3,0,0,3
2005,North Coast,Hospitalisation,Yes,No,No,No,76,0,93,11,5,109
2005,North Coast,Hospitalisation,Yes,No,No,Yes,1,0,2,0,0,2
2005,North Coast,Hospitalisation,Yes,No,Yes,No,1,0,1,0,0,1
2005,North Coast,Hospitalisation,Yes,Yes,No,No,15,0,17,1,2,20
2005,North Coast,Medical treatment,No,No,No,No,830,0,0,1019,70,1089
2005,North Coast,Medical treatment,No,No,No,Yes,26,0,0,34,3,37
2005,North Coast,Medical treatment,No,No,Yes,No,25,0,0,32,1,33
2005,North Coast,Medical treatment,No,Yes,No,No,30,0,0,35,3,38
2005,North Coast,Medical treatment,Yes,No,No,No,50,0,0,60,3,63
2005,North Coast,Medical treatment,Yes,No,Yes,No,3,0,0,3,0,3
2005,North Coast,Medical treatment,Yes,Yes,No,No,11,0,0,13,0,13
2005,North Coast,Minor injury,No,No,No,No,473,0,0,0,549,549
2005,North Coast,Minor injury,No,No,No,Yes,21,0,0,0,22,22
2005,North Coast,Minor injury,No,No,Yes,No,8,0,0,0,8,8
2005,North Coast,Minor injury,No,Yes,No,No,18,0,0,0,21,21
2005,North Coast,Minor injury,Yes,No,No,No,28,0,0,0,33,33
2005,North Coast,Minor injury,Yes,No,Yes,No,3,0,0,0,3,3
2005,North Coast,Minor injury,Yes,Yes,No,No,4,0,0,0,4,4
2005,North Coast,Property damage only,No,No,No,No,1544,0,0,0,0,0
2005,North Coast,Property damage only,No,No,No,Yes,59,0,0,0,0,0
2005,North Coast,Property damage only,No,No,Yes,No,25,0,0,0,0,0
2005,North Coast,Property damage only,No,Yes,No,No,97,0,0,0,0,0
2005,North Coast,Property damage only,No,Yes,No,Yes,3,0,0,0,0,0
2005,North Coast,Property damage only,Yes,No,No,No,129,0,0,0,0,0
2005,North Coast,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2005,North Coast,Property damage only,Yes,No,Yes,No,3,0,0,0,0,0
2005,North Coast,Property damage only,Yes,Yes,No,No,22,0,0,0,0,0
2005,North Coast,Property damage only,Yes,Yes,No,Yes,1,0,0,0,0,0
2005,Northern,Fatal,No,No,No,No,11,11,7,0,0,18
2005,Northern,Fatal,No,No,No,Yes,2,2,0,0,0,2
2005,Northern,Fatal,No,No,Yes,No,2,3,4,0,1,8
2005,Northern,Fatal,No,Yes,No,No,1,4,0,0,0,4
2005,Northern,Fatal,No,Yes,Yes,No,2,2,0,1,0,3
2005,Northern,Fatal,Yes,No,No,No,1,1,0,0,0,1
2005,Northern,Fatal,Yes,No,Yes,No,1,1,0,0,0,1
2005,Northern,Fatal,Yes,Yes,No,No,2,2,0,1,0,3
2005,Northern,Hospitalisation,No,No,No,No,248,0,290,26,12,328
2005,Northern,Hospitalisation,No,No,No,Yes,10,0,15,3,1,19
2005,Northern,Hospitalisation,No,No,Yes,No,6,0,11,6,0,17
2005,Northern,Hospitalisation,No,Yes,No,No,9,0,12,2,1,15
2005,Northern,Hospitalisation,No,Yes,No,Yes,1,0,1,0,0,1
2005,Northern,Hospitalisation,No,Yes,Yes,No,1,0,1,0,0,1
2005,Northern,Hospitalisation,Yes,No,No,No,18,0,22,3,1,26
2005,Northern,Hospitalisation,Yes,No,No,Yes,2,0,3,0,0,3
2005,Northern,Hospitalisation,Yes,No,Yes,No,2,0,2,1,0,3
2005,Northern,Hospitalisation,Yes,Yes,No,No,3,0,3,0,0,3
2005,Northern,Medical treatment,No,No,No,No,230,0,0,267,18,285
2005,Northern,Medical treatment,No,No,No,Yes,7,0,0,11,1,12
2005,Northern,Medical treatment,No,No,Yes,No,3,0,0,4,0,4
2005,Northern,Medical treatment,No,Yes,No,No,9,0,0,11,1,12
2005,Northern,Medical treatment,No,Yes,No,Yes,1,0,0,1,0,1
2005,Northern,Medical treatment,Yes,No,No,No,17,0,0,20,0,20
2005,Northern,Medical treatment,Yes,No,No,Yes,1,0,0,1,0,1
2005,Northern,Medical treatment,Yes,No,Yes,No,1,0,0,1,0,1
2005,Northern,Medical treatment,Yes,Yes,No,No,2,0,0,2,0,2
2005,Northern,Minor injury,No,No,No,No,148,0,0,0,174,174
2005,Northern,Minor injury,No,No,No,Yes,5,0,0,0,6,6
2005,Northern,Minor injury,No,No,Yes,No,1,0,0,0,1,1
2005,Northern,Minor injury,No,Yes,No,No,4,0,0,0,6,6
2005,Northern,Minor injury,Yes,No,No,No,11,0,0,0,12,12
2005,Northern,Minor injury,Yes,Yes,No,No,1,0,0,0,2,2
2005,Northern,Property damage only,No,No,No,No,466,0,0,0,0,0
2005,Northern,Property damage only,No,No,No,Yes,19,0,0,0,0,0
2005,Northern,Property damage only,No,No,Yes,No,9,0,0,0,0,0
2005,Northern,Property damage only,No,Yes,No,No,25,0,0,0,0,0
2005,Northern,Property damage only,Yes,No,No,No,37,0,0,0,0,0
2005,Northern,Property damage only,Yes,Yes,No,No,2,0,0,0,0,0
2005,Northern,Property damage only,Yes,Yes,No,Yes,1,0,0,0,0,0
2005,South Eastern,Fatal,No,No,No,No,22,25,4,3,0,32
2005,South Eastern,Fatal,No,No,Yes,No,1,2,0,0,0,2
2005,South Eastern,Fatal,No,Yes,No,No,7,7,1,0,0,8
2005,South Eastern,Fatal,Yes,No,No,No,10,11,6,2,0,19
2005,South Eastern,Fatal,Yes,Yes,No,No,2,3,1,0,0,4
2005,South Eastern,Hospitalisation,No,No,No,No,722,0,868,64,52,984
2005,South Eastern,Hospitalisation,No,No,No,Yes,12,0,17,0,4,21
2005,South Eastern,Hospitalisation,No,No,Yes,No,11,0,11,0,0,11
2005,South Eastern,Hospitalisation,No,Yes,No,No,42,0,55,3,4,62
2005,South Eastern,Hospitalisation,No,Yes,No,Yes,2,0,4,0,0,4
2005,South Eastern,Hospitalisation,Yes,No,No,No,83,0,101,9,12,122
2005,South Eastern,Hospitalisation,Yes,No,No,Yes,2,0,2,0,0,2
2005,South Eastern,Hospitalisation,Yes,No,Yes,No,1,0,1,0,0,1
2005,South Eastern,Hospitalisation,Yes,Yes,No,No,18,0,22,1,2,25
2005,South Eastern,Medical treatment,No,No,No,No,853,0,0,1049,71,1120
2005,South Eastern,Medical treatment,No,No,No,Yes,12,0,0,16,2,18
2005,South Eastern,Medical treatment,No,No,Yes,No,7,0,0,8,2,10
2005,South Eastern,Medical treatment,No,Yes,No,No,37,0,0,46,3,49
2005,South Eastern,Medical treatment,No,Yes,No,Yes,1,0,0,1,0,1
2005,South Eastern,Medical treatment,No,Yes,Yes,No,1,0,0,1,1,2
2005,South Eastern,Medical treatment,Yes,No,No,No,51,0,0,63,5,68
2005,South Eastern,Medical treatment,Yes,No,Yes,No,2,0,0,4,0,4
2005,South Eastern,Medical treatment,Yes,Yes,No,No,6,0,0,7,0,7
2005,South Eastern,Minor injury,No,No,No,No,445,0,0,0,526,526
2005,South Eastern,Minor injury,No,No,No,Yes,10,0,0,0,10,10
2005,South Eastern,Minor injury,No,No,Yes,No,8,0,0,0,8,8
2005,South Eastern,Minor injury,No,Yes,No,No,12,0,0,0,13,13
2005,South Eastern,Minor injury,Yes,No,No,No,29,0,0,0,37,37
2005,South Eastern,Minor injury,Yes,Yes,No,No,3,0,0,0,3,3
2005,South Eastern,Property damage only,No,No,No,No,997,0,0,0,0,0
2005,South Eastern,Property damage only,No,No,No,Yes,40,0,0,0,0,0
2005,South Eastern,Property damage only,No,No,Yes,No,21,0,0,0,0,0
2005,South Eastern,Property damage only,No,Yes,No,No,87,0,0,0,0,0
2005,South Eastern,Property damage only,No,Yes,No,Yes,2,0,0,0,0,0
2005,South Eastern,Property damage only,Yes,No,No,No,139,0,0,0,0,0
2005,South Eastern,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2005,South Eastern,Property damage only,Yes,No,Yes,No,6,0,0,0,0,0
2005,South Eastern,Property damage only,Yes,Yes,No,No,14,0,0,0,0,0
2005,Southern,Fatal,No,No,No,No,35,40,14,5,2,61
2005,Southern,Fatal,No,No,Yes,No,3,3,1,0,0,4
2005,Southern,Fatal,No,Yes,No,No,4,5,1,0,0,6
2005,Southern,Fatal,Yes,No,No,No,9,9,1,3,0,13
2005,Southern,Fatal,Yes,No,No,Yes,1,1,0,0,0,1
2005,Southern,Fatal,Yes,No,Yes,No,1,1,0,0,0,1
2005,Southern,Fatal,Yes,Yes,No,No,4,4,2,1,0,7
2005,Southern,Hospitalisation,No,No,No,No,480,0,591,75,41,707
2005,Southern,Hospitalisation,No,No,No,Yes,20,0,20,7,0,27
2005,Southern,Hospitalisation,No,No,Yes,No,33,0,46,4,1,51
2005,Southern,Hospitalisation,No,Yes,No,No,31,0,37,4,1,42
2005,Southern,Hospitalisation,No,Yes,Yes,No,1,0,2,0,0,2
2005,Southern,Hospitalisation,Yes,No,No,No,33,0,41,7,2,50
2005,Southern,Hospitalisation,Yes,No,No,Yes,4,0,5,0,0,5
2005,Southern,Hospitalisation,Yes,No,Yes,No,2,0,5,1,0,6
2005,Southern,Hospitalisation,Yes,Yes,No,No,6,0,6,2,0,8
2005,Southern,Hospitalisation,Yes,Yes,No,Yes,2,0,2,0,2,4
2005,Southern,Medical treatment,No,No,No,No,535,0,0,665,27,692
2005,Southern,Medical treatment,No,No,No,Yes,19,0,0,22,0,22
2005,Southern,Medical treatment,No,No,Yes,No,17,0,0,22,1,23
2005,Southern,Medical treatment,No,Yes,No,No,23,0,0,37,2,39
2005,Southern,Medical treatment,No,Yes,No,Yes,1,0,0,1,0,1
2005,Southern,Medical treatment,Yes,No,No,No,37,0,0,51,3,54
2005,Southern,Medical treatment,Yes,Yes,No,No,3,0,0,4,0,4
2005,Southern,Minor injury,No,No,No,No,320,0,0,0,370,370
2005,Southern,Minor injury,No,No,No,Yes,11,0,0,0,13,13
2005,Southern,Minor injury,No,No,Yes,No,9,0,0,0,9,9
2005,Southern,Minor injury,No,Yes,No,No,7,0,0,0,8,8
2005,Southern,Minor injury,No,Yes,No,Yes,1,0,0,0,1,1
2005,Southern,Minor injury,No,Yes,Yes,No,1,0,0,0,1,1
2005,Southern,Minor injury,Yes,No,No,No,14,0,0,0,16,16
2005,Southern,Minor injury,Yes,No,Yes,No,1,0,0,0,1,1
2005,Southern,Minor injury,Yes,Yes,No,No,4,0,0,0,4,4
2005,Southern,Property damage only,No,No,No,No,1187,0,0,0,0,0
2005,Southern,Property damage only,No,No,No,Yes,66,0,0,0,0,0
2005,Southern,Property damage only,No,No,Yes,No,27,0,0,0,0,0
