Crash_Year,Crash_PoliceRegion,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_Road_User_Type,Casualty_Restraint_Helmet_Use,Casualty_Count
2003,Brisbane,Minor injury,Unknown,Male,Bicyclist,Helmet Use Not determined,1
2003,Brisbane,Minor injury,Unknown,Male,Bicyclist,Helmet Worn,1
2003,Brisbane,Minor injury,Unknown,Male,Motorcyclist,Helmet Worn,1
2003,Brisbane,Minor injury,Unknown,Male,Vehicle Occupant,Restrained,1
2003,Brisbane,Minor injury,Unknown,Male,Vehicle Occupant,Restraint Use Not determined,5
2003,Brisbane,Minor injury,Unknown,Unknown,Vehicle Occupant,Restrained,1
2003,Brisbane,Minor injury,Unknown,Unknown,Vehicle Occupant,Restraint Use Not determined,12
2003,Brisbane,Minor injury,Unknown,Unknown,Vehicle Occupant,Unrestrained,3
2003,Central,Fatality,0 to 16,Female,Vehicle Occupant,Restrained,1
2003,Central,Fatality,25 to 29,Female,Motorcyclist,Helmet Worn,1
2003,Central,Fatality,30 to 39,Female,Vehicle Occupant,Restrained,1
2003,Central,Fatality,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Fatality,40 to 49,Female,Motorcyclist,Helmet Worn,1
2003,Central,Fatality,50 to 59,Female,Vehicle Occupant,Restrained,1
2003,Central,Fatality,60 to 74,Female,Vehicle Occupant,Restrained,2
2003,Central,Fatality,0 to 16,Male,Motorcyclist,Helmet Not Worn,1
2003,Central,Fatality,0 to 16,Male,Vehicle Occupant,Restrained,2
2003,Central,Fatality,17 to 24,Male,Motorcyclist,Helmet Worn,1
2003,Central,Fatality,17 to 24,Male,Vehicle Occupant,Restrained,5
2003,Central,Fatality,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,2
2003,Central,Fatality,17 to 24,Male,Vehicle Occupant,Unrestrained,1
2003,Central,Fatality,25 to 29,Male,Vehicle Occupant,Restrained,1
2003,Central,Fatality,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Fatality,30 to 39,Male,Motorcyclist,Helmet Worn,2
2003,Central,Fatality,30 to 39,Male,Vehicle Occupant,Restrained,3
2003,Central,Fatality,40 to 49,Male,Vehicle Occupant,Restrained,1
2003,Central,Fatality,40 to 49,Male,Vehicle Occupant,Unrestrained,1
2003,Central,Fatality,50 to 59,Male,Motorcyclist,Helmet Worn,1
2003,Central,Fatality,50 to 59,Male,Vehicle Occupant,Unrestrained,2
2003,Central,Fatality,60 to 74,Male,Motorcyclist,Helmet Worn,1
2003,Central,Fatality,60 to 74,Male,Vehicle Occupant,Restrained,1
2003,Central,Hospitalised,0 to 16,Female,Bicyclist,Helmet Worn,1
2003,Central,Hospitalised,0 to 16,Female,Vehicle Occupant,Restrained,12
2003,Central,Hospitalised,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Hospitalised,0 to 16,Female,Vehicle Occupant,Unrestrained,1
2003,Central,Hospitalised,17 to 24,Female,Bicyclist,Helmet Worn,2
2003,Central,Hospitalised,17 to 24,Female,Motorcyclist,Helmet Worn,3
2003,Central,Hospitalised,17 to 24,Female,Vehicle Occupant,Restrained,50
2003,Central,Hospitalised,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Hospitalised,17 to 24,Female,Vehicle Occupant,Unrestrained,6
2003,Central,Hospitalised,25 to 29,Female,Bicyclist,Helmet Worn,1
2003,Central,Hospitalised,25 to 29,Female,Vehicle Occupant,Restrained,11
2003,Central,Hospitalised,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,2
2003,Central,Hospitalised,30 to 39,Female,Motorcyclist,Helmet Worn,3
2003,Central,Hospitalised,30 to 39,Female,Vehicle Occupant,Restrained,29
2003,Central,Hospitalised,40 to 49,Female,Motorcyclist,Helmet Not Worn,1
2003,Central,Hospitalised,40 to 49,Female,Motorcyclist,Helmet Worn,2
2003,Central,Hospitalised,40 to 49,Female,Vehicle Occupant,Restrained,11
2003,Central,Hospitalised,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Hospitalised,40 to 49,Female,Vehicle Occupant,Unrestrained,2
2003,Central,Hospitalised,50 to 59,Female,Bicyclist,Helmet Worn,1
2003,Central,Hospitalised,50 to 59,Female,Vehicle Occupant,Restrained,13
2003,Central,Hospitalised,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Hospitalised,60 to 74,Female,Vehicle Occupant,Restrained,14
2003,Central,Hospitalised,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Hospitalised,75 and over,Female,Vehicle Occupant,Restrained,5
2003,Central,Hospitalised,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Hospitalised,0 to 16,Male,Bicyclist,Helmet Use Not determined,1
2003,Central,Hospitalised,0 to 16,Male,Bicyclist,Helmet Worn,6
2003,Central,Hospitalised,0 to 16,Male,Motorcyclist,Helmet Not Worn,3
2003,Central,Hospitalised,0 to 16,Male,Vehicle Occupant,Restrained,14
2003,Central,Hospitalised,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Hospitalised,0 to 16,Male,Vehicle Occupant,Unrestrained,2
2003,Central,Hospitalised,17 to 24,Male,Bicyclist,Helmet Not Worn,1
2003,Central,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Not Worn,4
2003,Central,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Worn,12
2003,Central,Hospitalised,17 to 24,Male,Vehicle Occupant,Restrained,52
2003,Central,Hospitalised,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,15
2003,Central,Hospitalised,17 to 24,Male,Vehicle Occupant,Unrestrained,5
2003,Central,Hospitalised,25 to 29,Male,Bicyclist,Helmet Worn,4
2003,Central,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Use Not determined,2
2003,Central,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Worn,10
2003,Central,Hospitalised,25 to 29,Male,Vehicle Occupant,Not applicable,1
2003,Central,Hospitalised,25 to 29,Male,Vehicle Occupant,Restrained,16
2003,Central,Hospitalised,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,2
2003,Central,Hospitalised,30 to 39,Male,Bicyclist,Helmet Worn,2
2003,Central,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Not Worn,1
2003,Central,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Worn,8
2003,Central,Hospitalised,30 to 39,Male,Vehicle Occupant,Restrained,27
2003,Central,Hospitalised,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,10
2003,Central,Hospitalised,30 to 39,Male,Vehicle Occupant,Unrestrained,3
2003,Central,Hospitalised,40 to 49,Male,Bicyclist,Helmet Worn,1
2003,Central,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Worn,15
2003,Central,Hospitalised,40 to 49,Male,Vehicle Occupant,Restrained,24
2003,Central,Hospitalised,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,8
2003,Central,Hospitalised,40 to 49,Male,Vehicle Occupant,Unrestrained,2
2003,Central,Hospitalised,50 to 59,Male,Bicyclist,Helmet Worn,1
2003,Central,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Use Not determined,1
2003,Central,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Worn,4
2003,Central,Hospitalised,50 to 59,Male,Vehicle Occupant,Restrained,17
2003,Central,Hospitalised,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Hospitalised,50 to 59,Male,Vehicle Occupant,Unrestrained,1
2003,Central,Hospitalised,60 to 74,Male,Vehicle Occupant,Restrained,15
2003,Central,Hospitalised,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Hospitalised,75 and over,Male,Bicyclist,Helmet Worn,1
2003,Central,Hospitalised,75 and over,Male,Vehicle Occupant,Not applicable,1
2003,Central,Hospitalised,75 and over,Male,Vehicle Occupant,Restrained,10
2003,Central,Hospitalised,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Hospitalised,Unknown,Male,Vehicle Occupant,Restrained,2
2003,Central,Hospitalised,Unknown,Male,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Medically treated,0 to 16,Female,Bicyclist,Helmet Not Worn,1
2003,Central,Medically treated,0 to 16,Female,Vehicle Occupant,Restrained,26
2003,Central,Medically treated,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Medically treated,17 to 24,Female,Motorcyclist,Helmet Worn,2
2003,Central,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,42
2003,Central,Medically treated,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,7
2003,Central,Medically treated,17 to 24,Female,Vehicle Occupant,Unrestrained,2
2003,Central,Medically treated,25 to 29,Female,Vehicle Occupant,Restrained,23
2003,Central,Medically treated,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,2
2003,Central,Medically treated,25 to 29,Female,Vehicle Occupant,Unrestrained,1
2003,Central,Medically treated,30 to 39,Female,Motorcyclist,Helmet Worn,1
2003,Central,Medically treated,30 to 39,Female,Vehicle Occupant,Restrained,44
2003,Central,Medically treated,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,2
2003,Central,Medically treated,30 to 39,Female,Vehicle Occupant,Unrestrained,2
2003,Central,Medically treated,40 to 49,Female,Vehicle Occupant,Not applicable,1
2003,Central,Medically treated,40 to 49,Female,Vehicle Occupant,Restrained,37
2003,Central,Medically treated,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,4
2003,Central,Medically treated,50 to 59,Female,Vehicle Occupant,Restrained,19
2003,Central,Medically treated,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Medically treated,60 to 74,Female,Vehicle Occupant,Restrained,15
2003,Central,Medically treated,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Medically treated,75 and over,Female,Vehicle Occupant,Restrained,6
2003,Central,Medically treated,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Medically treated,0 to 16,Male,Bicyclist,Helmet Use Not determined,2
2003,Central,Medically treated,0 to 16,Male,Bicyclist,Helmet Worn,4
2003,Central,Medically treated,0 to 16,Male,Motorcyclist,Helmet Worn,2
2003,Central,Medically treated,0 to 16,Male,Vehicle Occupant,Restrained,23
2003,Central,Medically treated,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,3
2003,Central,Medically treated,0 to 16,Male,Vehicle Occupant,Unrestrained,2
2003,Central,Medically treated,17 to 24,Male,Bicyclist,Helmet Use Not determined,1
2003,Central,Medically treated,17 to 24,Male,Bicyclist,Helmet Worn,3
2003,Central,Medically treated,17 to 24,Male,Motorcyclist,Helmet Worn,7
2003,Central,Medically treated,17 to 24,Male,Vehicle Occupant,Not applicable,1
2003,Central,Medically treated,17 to 24,Male,Vehicle Occupant,Restrained,61
2003,Central,Medically treated,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,12
2003,Central,Medically treated,17 to 24,Male,Vehicle Occupant,Unrestrained,6
2003,Central,Medically treated,25 to 29,Male,Bicyclist,Helmet Not Worn,1
2003,Central,Medically treated,25 to 29,Male,Motorcyclist,Helmet Use Not determined,1
2003,Central,Medically treated,25 to 29,Male,Motorcyclist,Helmet Worn,1
2003,Central,Medically treated,25 to 29,Male,Vehicle Occupant,Restrained,21
2003,Central,Medically treated,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,3
2003,Central,Medically treated,25 to 29,Male,Vehicle Occupant,Unrestrained,1
2003,Central,Medically treated,30 to 39,Male,Bicyclist,Helmet Worn,1
2003,Central,Medically treated,30 to 39,Male,Motorcyclist,Helmet Worn,6
2003,Central,Medically treated,30 to 39,Male,Vehicle Occupant,Restrained,36
2003,Central,Medically treated,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,5
2003,Central,Medically treated,30 to 39,Male,Vehicle Occupant,Unrestrained,3
2003,Central,Medically treated,40 to 49,Male,Bicyclist,Helmet Worn,1
2003,Central,Medically treated,40 to 49,Male,Motorcyclist,Helmet Use Not determined,1
2003,Central,Medically treated,40 to 49,Male,Motorcyclist,Helmet Worn,6
2003,Central,Medically treated,40 to 49,Male,Vehicle Occupant,Restrained,19
2003,Central,Medically treated,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,5
2003,Central,Medically treated,50 to 59,Male,Bicyclist,Helmet Worn,1
2003,Central,Medically treated,50 to 59,Male,Motorcyclist,Helmet Worn,2
2003,Central,Medically treated,50 to 59,Male,Vehicle Occupant,Restrained,14
2003,Central,Medically treated,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,3
2003,Central,Medically treated,60 to 74,Male,Bicyclist,Helmet Worn,2
2003,Central,Medically treated,60 to 74,Male,Motorcyclist,Helmet Worn,1
2003,Central,Medically treated,60 to 74,Male,Vehicle Occupant,Restrained,15
2003,Central,Medically treated,75 and over,Male,Vehicle Occupant,Restrained,4
2003,Central,Medically treated,Unknown,Male,Vehicle Occupant,Restraint Use Not determined,2
2003,Central,Medically treated,Unknown,Unknown,Vehicle Occupant,Restraint Use Not determined,2
2003,Central,Minor injury,0 to 16,Female,Vehicle Occupant,Restrained,5
2003,Central,Minor injury,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Minor injury,17 to 24,Female,Vehicle Occupant,Restrained,27
2003,Central,Minor injury,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,9
2003,Central,Minor injury,17 to 24,Female,Vehicle Occupant,Unrestrained,1
2003,Central,Minor injury,25 to 29,Female,Vehicle Occupant,Restrained,5
2003,Central,Minor injury,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,4
2003,Central,Minor injury,30 to 39,Female,Motorcyclist,Helmet Worn,1
2003,Central,Minor injury,30 to 39,Female,Vehicle Occupant,Restrained,16
2003,Central,Minor injury,40 to 49,Female,Motorcyclist,Helmet Worn,1
2003,Central,Minor injury,40 to 49,Female,Vehicle Occupant,Restrained,23
2003,Central,Minor injury,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,3
2003,Central,Minor injury,50 to 59,Female,Vehicle Occupant,Restrained,10
2003,Central,Minor injury,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,2
2003,Central,Minor injury,60 to 74,Female,Vehicle Occupant,Restrained,11
2003,Central,Minor injury,75 and over,Female,Vehicle Occupant,Restrained,5
2003,Central,Minor injury,0 to 16,Male,Bicyclist,Helmet Worn,3
2003,Central,Minor injury,0 to 16,Male,Vehicle Occupant,Restrained,9
2003,Central,Minor injury,17 to 24,Male,Bicyclist,Helmet Use Not determined,4
2003,Central,Minor injury,17 to 24,Male,Motorcyclist,Helmet Use Not determined,2
2003,Central,Minor injury,17 to 24,Male,Motorcyclist,Helmet Worn,1
2003,Central,Minor injury,17 to 24,Male,Vehicle Occupant,Restrained,49
2003,Central,Minor injury,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,16
2003,Central,Minor injury,17 to 24,Male,Vehicle Occupant,Unrestrained,1
2003,Central,Minor injury,25 to 29,Male,Motorcyclist,Helmet Use Not determined,2
2003,Central,Minor injury,25 to 29,Male,Motorcyclist,Helmet Worn,2
2003,Central,Minor injury,25 to 29,Male,Vehicle Occupant,Restrained,14
2003,Central,Minor injury,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,6
2003,Central,Minor injury,25 to 29,Male,Vehicle Occupant,Unrestrained,1
2003,Central,Minor injury,30 to 39,Male,Bicyclist,Helmet Worn,2
2003,Central,Minor injury,30 to 39,Male,Motorcyclist,Helmet Use Not determined,1
2003,Central,Minor injury,30 to 39,Male,Motorcyclist,Helmet Worn,2
2003,Central,Minor injury,30 to 39,Male,Vehicle Occupant,Restrained,21
2003,Central,Minor injury,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,4
2003,Central,Minor injury,40 to 49,Male,Bicyclist,Helmet Use Not determined,1
2003,Central,Minor injury,40 to 49,Male,Bicyclist,Helmet Worn,1
2003,Central,Minor injury,40 to 49,Male,Motorcyclist,Helmet Use Not determined,1
2003,Central,Minor injury,40 to 49,Male,Motorcyclist,Helmet Worn,2
2003,Central,Minor injury,40 to 49,Male,Vehicle Occupant,Restrained,20
2003,Central,Minor injury,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,4
2003,Central,Minor injury,40 to 49,Male,Vehicle Occupant,Unrestrained,1
2003,Central,Minor injury,50 to 59,Male,Motorcyclist,Helmet Use Not determined,1
2003,Central,Minor injury,50 to 59,Male,Motorcyclist,Helmet Worn,1
2003,Central,Minor injury,50 to 59,Male,Vehicle Occupant,Restrained,4
2003,Central,Minor injury,50 to 59,Male,Vehicle Occupant,Unrestrained,2
2003,Central,Minor injury,60 to 74,Male,Vehicle Occupant,Restrained,9
2003,Central,Minor injury,75 and over,Male,Vehicle Occupant,Restrained,3
2003,Central,Minor injury,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Minor injury,Unknown,Male,Vehicle Occupant,Restraint Use Not determined,1
2003,Central,Minor injury,Unknown,Unknown,Vehicle Occupant,Restraint Use Not determined,3
2003,Far Northern,Fatality,0 to 16,Female,Vehicle Occupant,Restrained,1
2003,Far Northern,Fatality,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Far Northern,Fatality,17 to 24,Female,Vehicle Occupant,Restrained,2
2003,Far Northern,Fatality,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Far Northern,Fatality,25 to 29,Female,Vehicle Occupant,Unrestrained,1
2003,Far Northern,Fatality,40 to 49,Female,Vehicle Occupant,Restrained,1
2003,Far Northern,Fatality,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Far Northern,Fatality,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,2
2003,Far Northern,Fatality,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,1
2003,Far Northern,Fatality,25 to 29,Male,Vehicle Occupant,Unrestrained,1
2003,Far Northern,Fatality,30 to 39,Male,Motorcyclist,Helmet Worn,1
2003,Far Northern,Fatality,30 to 39,Male,Vehicle Occupant,Restrained,2
2003,Far Northern,Fatality,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,1
2003,Far Northern,Fatality,60 to 74,Male,Vehicle Occupant,Unrestrained,1
2003,Far Northern,Hospitalised,0 to 16,Female,Bicyclist,Helmet Use Not determined,1
2003,Far Northern,Hospitalised,0 to 16,Female,Bicyclist,Helmet Worn,2
2003,Far Northern,Hospitalised,0 to 16,Female,Vehicle Occupant,Restrained,5
2003,Far Northern,Hospitalised,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,3
2003,Far Northern,Hospitalised,0 to 16,Female,Vehicle Occupant,Unrestrained,3
2003,Far Northern,Hospitalised,17 to 24,Female,Bicyclist,Helmet Not Worn,1
2003,Far Northern,Hospitalised,17 to 24,Female,Bicyclist,Helmet Use Not determined,1
2003,Far Northern,Hospitalised,17 to 24,Female,Bicyclist,Helmet Worn,1
2003,Far Northern,Hospitalised,17 to 24,Female,Motorcyclist,Helmet Worn,1
2003,Far Northern,Hospitalised,17 to 24,Female,Vehicle Occupant,Restrained,17
2003,Far Northern,Hospitalised,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,5
2003,Far Northern,Hospitalised,17 to 24,Female,Vehicle Occupant,Unrestrained,1
2003,Far Northern,Hospitalised,25 to 29,Female,Bicyclist,Helmet Worn,1
2003,Far Northern,Hospitalised,25 to 29,Female,Motorcyclist,Helmet Worn,1
2003,Far Northern,Hospitalised,25 to 29,Female,Vehicle Occupant,Restrained,9
2003,Far Northern,Hospitalised,30 to 39,Female,Motorcyclist,Helmet Use Not determined,1
2003,Far Northern,Hospitalised,30 to 39,Female,Vehicle Occupant,Restrained,12
2003,Far Northern,Hospitalised,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,4
2003,Far Northern,Hospitalised,30 to 39,Female,Vehicle Occupant,Unrestrained,3
2003,Far Northern,Hospitalised,40 to 49,Female,Bicyclist,Helmet Worn,1
2003,Far Northern,Hospitalised,40 to 49,Female,Motorcyclist,Helmet Worn,2
2003,Far Northern,Hospitalised,40 to 49,Female,Vehicle Occupant,Restrained,11
2003,Far Northern,Hospitalised,40 to 49,Female,Vehicle Occupant,Unrestrained,1
2003,Far Northern,Hospitalised,50 to 59,Female,Motorcyclist,Helmet Worn,2
2003,Far Northern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restrained,15
2003,Far Northern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Far Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restrained,8
2003,Far Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Unrestrained,1
2003,Far Northern,Hospitalised,75 and over,Female,Vehicle Occupant,Restrained,3
2003,Far Northern,Hospitalised,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Far Northern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Not Worn,2
2003,Far Northern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Worn,1
2003,Far Northern,Hospitalised,0 to 16,Male,Motorcyclist,Helmet Not Worn,1
2003,Far Northern,Hospitalised,0 to 16,Male,Motorcyclist,Helmet Worn,1
2003,Far Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restrained,14
2003,Far Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,2
2003,Far Northern,Hospitalised,17 to 24,Male,Bicyclist,Helmet Worn,2
2003,Far Northern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Use Not determined,1
2003,Far Northern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Worn,12
2003,Far Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Not applicable,1
2003,Far Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restrained,14
2003,Far Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,10
2003,Far Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Unrestrained,3
2003,Far Northern,Hospitalised,25 to 29,Male,Bicyclist,Helmet Use Not determined,1
2003,Far Northern,Hospitalised,25 to 29,Male,Bicyclist,Helmet Worn,1
2003,Far Northern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Worn,4
2003,Far Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restrained,7
2003,Far Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,5
2003,Far Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Unrestrained,1
2003,Far Northern,Hospitalised,30 to 39,Male,Bicyclist,Helmet Worn,2
2003,Far Northern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Worn,14
2003,Far Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restrained,16
2003,Far Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,5
2003,Far Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Unrestrained,5
2003,Far Northern,Hospitalised,40 to 49,Male,Bicyclist,Helmet Worn,3
2003,Far Northern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Worn,12
2003,Far Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Not applicable,1
2003,Far Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restrained,19
2003,Far Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,6
2003,Far Northern,Hospitalised,50 to 59,Male,Bicyclist,Helmet Worn,1
2003,Far Northern,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Not Worn,1
2003,Far Northern,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Worn,4
2003,Far Northern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restrained,6
2003,Far Northern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,4
2003,Far Northern,Hospitalised,60 to 74,Male,Bicyclist,Helmet Use Not determined,1
2003,Far Northern,Hospitalised,60 to 74,Male,Bicyclist,Helmet Worn,2
2003,Far Northern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restrained,13
2003,Far Northern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,1
2003,Far Northern,Hospitalised,75 and over,Male,Bicyclist,Helmet Worn,1
2003,Far Northern,Hospitalised,75 and over,Male,Vehicle Occupant,Restrained,8
2003,Far Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Restrained,11
2003,Far Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Far Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Unrestrained,1
2003,Far Northern,Medically treated,17 to 24,Female,Bicyclist,Helmet Not Worn,1
2003,Far Northern,Medically treated,17 to 24,Female,Bicyclist,Helmet Worn,3
2003,Far Northern,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,32
2003,Far Northern,Medically treated,17 to 24,Female,Vehicle Occupant,Unrestrained,1
2003,Far Northern,Medically treated,25 to 29,Female,Bicyclist,Helmet Worn,1
2003,Far Northern,Medically treated,25 to 29,Female,Motorcyclist,Helmet Worn,1
2003,Far Northern,Medically treated,25 to 29,Female,Vehicle Occupant,Restrained,12
2003,Far Northern,Medically treated,30 to 39,Female,Bicyclist,Helmet Use Not determined,1
2003,Far Northern,Medically treated,30 to 39,Female,Bicyclist,Helmet Worn,1
2003,Far Northern,Medically treated,30 to 39,Female,Motorcyclist,Helmet Worn,1
2003,Far Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Restrained,31
2003,Far Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,1
2003,Far Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Unrestrained,1
2003,Far Northern,Medically treated,40 to 49,Female,Motorcyclist,Helmet Worn,2
2003,Far Northern,Medically treated,40 to 49,Female,Vehicle Occupant,Restrained,11
2003,Far Northern,Medically treated,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,3
2003,Far Northern,Medically treated,50 to 59,Female,Motorcyclist,Helmet Worn,2
2003,Far Northern,Medically treated,50 to 59,Female,Vehicle Occupant,Restrained,10
2003,Far Northern,Medically treated,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,2
2003,Far Northern,Medically treated,60 to 74,Female,Vehicle Occupant,Restrained,11
2003,Far Northern,Medically treated,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,3
2003,Far Northern,Medically treated,60 to 74,Female,Vehicle Occupant,Unrestrained,1
2003,Far Northern,Medically treated,75 and over,Female,Vehicle Occupant,Restrained,2
2003,Far Northern,Medically treated,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,2
2003,Far Northern,Medically treated,0 to 16,Male,Bicyclist,Helmet Worn,5
2003,Far Northern,Medically treated,0 to 16,Male,Motorcyclist,Helmet Worn,2
2003,Far Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Restrained,12
2003,Far Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Unrestrained,1
2003,Far Northern,Medically treated,17 to 24,Male,Bicyclist,Helmet Use Not determined,1
2003,Far Northern,Medically treated,17 to 24,Male,Bicyclist,Helmet Worn,4
2003,Far Northern,Medically treated,17 to 24,Male,Motorcyclist,Helmet Worn,4
2003,Far Northern,Medically treated,17 to 24,Male,Vehicle Occupant,Restrained,28
2003,Far Northern,Medically treated,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,6
2003,Far Northern,Medically treated,25 to 29,Male,Bicyclist,Helmet Not Worn,1
2003,Far Northern,Medically treated,25 to 29,Male,Bicyclist,Helmet Use Not determined,1
2003,Far Northern,Medically treated,25 to 29,Male,Bicyclist,Helmet Worn,1
