Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Motorcycle_Moped,Involving_Truck,Involving_Bus,Count_Crashes,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_All
2003,Central,Medical treatment,No,No,Yes,5,0,0,5,0,5
2003,Central,Medical treatment,No,Yes,No,23,0,0,27,1,28
2003,Central,Medical treatment,Yes,No,No,28,0,0,28,0,28
2003,Central,Minor injury,No,No,No,208,0,0,0,241,241
2003,Central,Minor injury,No,No,Yes,1,0,0,0,1,1
2003,Central,Minor injury,No,Yes,No,17,0,0,0,19,19
2003,Central,Minor injury,Yes,No,No,16,0,0,0,16,16
2003,Central,Property damage only,No,No,No,742,0,0,0,0,0
2003,Central,Property damage only,No,No,Yes,7,0,0,0,0,0
2003,Central,Property damage only,No,Yes,No,78,0,0,0,0,0
2003,Central,Property damage only,Yes,No,No,1,0,0,0,0,0
2003,Far Northern,Fatal,No,No,No,16,17,17,2,0,36
2003,Far Northern,Fatal,No,Yes,No,1,1,1,0,0,2
2003,Far Northern,Fatal,Yes,No,No,1,1,0,0,0,1
2003,Far Northern,Hospitalisation,No,No,No,205,0,250,31,19,300
2003,Far Northern,Hospitalisation,No,No,Yes,3,0,4,0,0,4
2003,Far Northern,Hospitalisation,No,Yes,No,20,0,22,0,0,22
2003,Far Northern,Hospitalisation,Yes,No,No,55,0,56,1,1,58
2003,Far Northern,Hospitalisation,Yes,Yes,No,1,0,1,0,0,1
2003,Far Northern,Medical treatment,No,No,No,217,0,0,262,12,274
2003,Far Northern,Medical treatment,No,No,Yes,3,0,0,3,0,3
2003,Far Northern,Medical treatment,No,Yes,No,13,0,0,15,9,24
2003,Far Northern,Medical treatment,Yes,No,No,30,0,0,32,4,36
2003,Far Northern,Minor injury,No,No,No,170,0,0,0,196,196
2003,Far Northern,Minor injury,No,No,Yes,5,0,0,0,6,6
2003,Far Northern,Minor injury,No,Yes,No,14,0,0,0,19,19
2003,Far Northern,Minor injury,No,Yes,Yes,1,0,0,0,2,2
2003,Far Northern,Minor injury,Yes,No,No,18,0,0,0,19,19
2003,Far Northern,Property damage only,No,No,No,555,0,0,0,0,0
2003,Far Northern,Property damage only,No,No,Yes,14,0,0,0,0,0
2003,Far Northern,Property damage only,No,Yes,No,50,0,0,0,0,0
2003,Far Northern,Property damage only,Yes,No,No,1,0,0,0,0,0
2003,Far Northern,Property damage only,Yes,No,Yes,1,0,0,0,0,0
2003,North Coast,Fatal,No,No,No,55,59,39,13,1,112
2003,North Coast,Fatal,No,No,Yes,1,1,3,2,2,8
2003,North Coast,Fatal,No,Yes,No,17,21,5,6,3,35
2003,North Coast,Fatal,Yes,No,No,11,12,4,2,0,18
2003,North Coast,Hospitalisation,No,No,No,638,0,863,97,38,998
2003,North Coast,Hospitalisation,No,No,Yes,6,0,8,5,0,13
2003,North Coast,Hospitalisation,No,Yes,No,50,0,59,6,2,67
2003,North Coast,Hospitalisation,No,Yes,Yes,1,0,3,0,0,3
2003,North Coast,Hospitalisation,Yes,No,No,106,0,112,4,1,117
2003,North Coast,Hospitalisation,Yes,No,Yes,2,0,2,0,0,2
2003,North Coast,Hospitalisation,Yes,Yes,No,5,0,8,1,0,9
2003,North Coast,Medical treatment,No,No,No,847,0,0,1072,62,1134
2003,North Coast,Medical treatment,No,No,Yes,16,0,0,28,0,28
2003,North Coast,Medical treatment,No,Yes,No,36,0,0,40,1,41
2003,North Coast,Medical treatment,Yes,No,No,94,0,0,95,4,99
2003,North Coast,Medical treatment,Yes,Yes,No,2,0,0,2,0,2
2003,North Coast,Minor injury,No,No,No,492,0,0,0,588,588
2003,North Coast,Minor injury,No,No,Yes,6,0,0,0,6,6
2003,North Coast,Minor injury,No,Yes,No,23,0,0,0,23,23
2003,North Coast,Minor injury,No,Yes,Yes,1,0,0,0,10,10
2003,North Coast,Minor injury,Yes,No,No,49,0,0,0,54,54
2003,North Coast,Minor injury,Yes,Yes,No,1,0,0,0,1,1
2003,North Coast,Property damage only,No,No,No,1663,0,0,0,0,0
2003,North Coast,Property damage only,No,No,Yes,12,0,0,0,0,0
2003,North Coast,Property damage only,No,Yes,No,112,0,0,0,0,0
2003,North Coast,Property damage only,Yes,No,No,2,0,0,0,0,0
2003,Northern,Fatal,No,No,No,11,12,11,5,2,30
2003,Northern,Fatal,No,Yes,No,4,4,0,0,0,4
2003,Northern,Fatal,Yes,No,No,2,2,0,0,0,2
2003,Northern,Hospitalisation,No,No,No,230,0,302,45,15,362
2003,Northern,Hospitalisation,No,No,Yes,2,0,2,0,0,2
2003,Northern,Hospitalisation,No,Yes,No,15,0,20,1,0,21
2003,Northern,Hospitalisation,Yes,No,No,44,0,50,5,1,56
2003,Northern,Hospitalisation,Yes,Yes,No,1,0,1,0,0,1
2003,Northern,Medical treatment,No,No,No,198,0,0,252,18,270
2003,Northern,Medical treatment,No,No,Yes,1,0,0,2,0,2
2003,Northern,Medical treatment,No,Yes,No,11,0,0,13,0,13
2003,Northern,Medical treatment,No,Yes,Yes,1,0,0,2,0,2
2003,Northern,Medical treatment,Yes,No,No,33,0,0,35,1,36
2003,Northern,Minor injury,No,No,No,123,0,0,0,145,145
2003,Northern,Minor injury,No,No,Yes,5,0,0,0,5,5
2003,Northern,Minor injury,No,Yes,No,10,0,0,0,10,10
2003,Northern,Minor injury,Yes,No,No,16,0,0,0,17,17
2003,Northern,Property damage only,No,No,No,430,0,0,0,0,0
2003,Northern,Property damage only,No,No,Yes,6,0,0,0,0,0
2003,Northern,Property damage only,No,Yes,No,44,0,0,0,0,0
2003,South Eastern,Fatal,No,No,No,27,29,7,2,0,38
2003,South Eastern,Fatal,No,Yes,No,3,3,1,0,0,4
2003,South Eastern,Fatal,Yes,No,No,6,6,0,0,0,6
2003,South Eastern,Fatal,Yes,Yes,No,1,1,0,0,0,1
2003,South Eastern,Hospitalisation,No,No,No,694,0,886,83,50,1019
2003,South Eastern,Hospitalisation,No,No,Yes,21,0,30,8,6,44
2003,South Eastern,Hospitalisation,No,Yes,No,55,0,64,8,2,74
2003,South Eastern,Hospitalisation,Yes,No,No,141,0,155,7,4,166
2003,South Eastern,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2003,South Eastern,Hospitalisation,Yes,Yes,No,4,0,4,0,0,4
2003,South Eastern,Hospitalisation,Yes,Yes,Yes,1,0,2,1,0,3
2003,South Eastern,Medical treatment,No,No,No,940,0,0,1171,84,1255
2003,South Eastern,Medical treatment,No,No,Yes,13,0,0,19,1,20
2003,South Eastern,Medical treatment,No,Yes,No,29,0,0,36,3,39
2003,South Eastern,Medical treatment,No,Yes,Yes,3,0,0,8,1,9
2003,South Eastern,Medical treatment,Yes,No,No,86,0,0,91,3,94
2003,South Eastern,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
2003,South Eastern,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2003,South Eastern,Minor injury,No,No,No,508,0,0,0,615,615
2003,South Eastern,Minor injury,No,No,Yes,8,0,0,0,10,10
2003,South Eastern,Minor injury,No,Yes,No,19,0,0,0,26,26
2003,South Eastern,Minor injury,Yes,No,No,32,0,0,0,33,33
2003,South Eastern,Property damage only,No,No,No,1222,0,0,0,0,0
2003,South Eastern,Property damage only,No,No,Yes,19,0,0,0,0,0
2003,South Eastern,Property damage only,No,Yes,No,78,0,0,0,0,0
2003,South Eastern,Property damage only,No,Yes,Yes,1,0,0,0,0,0
2003,South Eastern,Property damage only,Yes,No,No,1,0,0,0,0,0
2003,Southern,Fatal,No,No,No,29,35,23,5,3,66
2003,Southern,Fatal,No,No,Yes,1,1,0,0,0,1
2003,Southern,Fatal,No,Yes,No,6,8,2,0,0,10
2003,Southern,Fatal,Yes,No,No,3,3,1,0,0,4
2003,Southern,Hospitalisation,No,No,No,470,0,579,66,39,684
2003,Southern,Hospitalisation,No,No,Yes,4,0,16,0,0,16
2003,Southern,Hospitalisation,No,Yes,No,53,0,62,5,6,73
2003,Southern,Hospitalisation,Yes,No,No,65,0,70,4,1,75
2003,Southern,Hospitalisation,Yes,Yes,No,4,0,4,0,0,4
2003,Southern,Medical treatment,No,No,No,437,0,0,540,27,567
2003,Southern,Medical treatment,No,No,Yes,10,0,0,10,1,11
2003,Southern,Medical treatment,No,Yes,No,46,0,0,52,2,54
2003,Southern,Medical treatment,Yes,No,No,39,0,0,40,1,41
2003,Southern,Minor injury,No,No,No,289,0,0,0,351,351
2003,Southern,Minor injury,No,No,Yes,6,0,0,0,9,9
2003,Southern,Minor injury,No,Yes,No,27,0,0,0,32,32
2003,Southern,Minor injury,Yes,No,No,17,0,0,0,17,17
2003,Southern,Property damage only,No,No,No,1127,0,0,0,0,0
2003,Southern,Property damage only,No,No,Yes,12,0,0,0,0,0
2003,Southern,Property damage only,No,Yes,No,119,0,0,0,0,0
2003,Southern,Property damage only,Yes,No,No,1,0,0,0,0,0
2003,Unknown,Hospitalisation,No,No,No,26,0,31,8,4,43
2003,Unknown,Hospitalisation,Yes,No,No,4,0,4,0,0,4
2003,Unknown,Medical treatment,No,No,No,14,0,0,18,1,19
2003,Unknown,Medical treatment,No,No,Yes,1,0,0,1,0,1
2003,Unknown,Medical treatment,No,Yes,No,2,0,0,2,0,2
2003,Unknown,Medical treatment,Yes,No,No,1,0,0,2,0,2
2003,Unknown,Minor injury,No,No,No,10,0,0,0,12,12
2003,Unknown,Property damage only,No,No,No,33,0,0,0,0,0
2003,Unknown,Property damage only,No,No,Yes,2,0,0,0,0,0
2003,Unknown,Property damage only,No,Yes,No,1,0,0,0,0,0
2004,Brisbane,Fatal,No,No,No,35,36,19,6,3,64
2004,Brisbane,Fatal,No,No,Yes,2,2,0,0,0,2
2004,Brisbane,Fatal,No,Yes,No,7,7,3,1,0,11
2004,Brisbane,Fatal,Yes,No,No,7,7,0,0,0,7
2004,Brisbane,Fatal,Yes,Yes,No,2,2,0,0,0,2
2004,Brisbane,Hospitalisation,No,No,No,1036,0,1265,137,74,1476
2004,Brisbane,Hospitalisation,No,No,Yes,34,0,42,4,2,48
2004,Brisbane,Hospitalisation,No,Yes,No,92,0,110,3,8,121
2004,Brisbane,Hospitalisation,No,Yes,Yes,2,0,2,1,0,3
2004,Brisbane,Hospitalisation,Yes,No,No,202,0,208,11,13,232
2004,Brisbane,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2004,Brisbane,Hospitalisation,Yes,Yes,No,8,0,8,5,0,13
2004,Brisbane,Medical treatment,No,No,No,1649,0,0,2003,142,2145
2004,Brisbane,Medical treatment,No,No,Yes,38,0,0,46,0,46
2004,Brisbane,Medical treatment,No,Yes,No,148,0,0,171,12,183
2004,Brisbane,Medical treatment,No,Yes,Yes,2,0,0,2,0,2
2004,Brisbane,Medical treatment,Yes,No,No,166,0,0,169,5,174
2004,Brisbane,Medical treatment,Yes,Yes,No,8,0,0,8,0,8
2004,Brisbane,Minor injury,No,No,No,965,0,0,0,1143,1143
2004,Brisbane,Minor injury,No,No,Yes,19,0,0,0,28,28
2004,Brisbane,Minor injury,No,Yes,No,71,0,0,0,82,82
2004,Brisbane,Minor injury,Yes,No,No,71,0,0,0,74,74
2004,Brisbane,Minor injury,Yes,No,Yes,2,0,0,0,2,2
2004,Brisbane,Minor injury,Yes,Yes,No,1,0,0,0,1,1
2004,Brisbane,Property damage only,No,No,No,2276,0,0,0,0,0
2004,Brisbane,Property damage only,No,No,Yes,49,0,0,0,0,0
2004,Brisbane,Property damage only,No,Yes,No,246,0,0,0,0,0
2004,Brisbane,Property damage only,No,Yes,Yes,3,0,0,0,0,0
2004,Brisbane,Property damage only,Yes,No,No,21,0,0,0,0,0
2004,Brisbane,Property damage only,Yes,Yes,No,1,0,0,0,0,0
2004,Central,Fatal,No,No,No,26,27,6,2,0,35
2004,Central,Fatal,No,No,Yes,1,1,0,0,0,1
2004,Central,Fatal,No,Yes,No,5,6,2,2,0,10
2004,Central,Fatal,Yes,No,No,7,7,1,0,0,8
2004,Central,Hospitalisation,No,No,No,372,0,477,75,32,584
2004,Central,Hospitalisation,No,No,Yes,5,0,23,5,0,28
2004,Central,Hospitalisation,No,Yes,No,44,0,51,2,2,55
2004,Central,Hospitalisation,Yes,No,No,53,0,58,0,0,58
2004,Central,Hospitalisation,Yes,Yes,No,1,0,1,0,0,1
2004,Central,Medical treatment,No,No,No,363,0,0,457,26,483
2004,Central,Medical treatment,No,No,Yes,4,0,0,12,0,12
2004,Central,Medical treatment,No,Yes,No,29,0,0,38,0,38
2004,Central,Medical treatment,Yes,No,No,34,0,0,37,0,37
2004,Central,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2004,Central,Minor injury,No,No,No,199,0,0,0,244,244
2004,Central,Minor injury,No,No,Yes,3,0,0,0,4,4
2004,Central,Minor injury,No,Yes,No,17,0,0,0,20,20
2004,Central,Minor injury,Yes,No,No,27,0,0,0,28,28
2004,Central,Property damage only,No,No,No,791,0,0,0,0,0
2004,Central,Property damage only,No,No,Yes,6,0,0,0,0,0
2004,Central,Property damage only,No,Yes,No,96,0,0,0,0,0
2004,Central,Property damage only,No,Yes,Yes,1,0,0,0,0,0
2004,Central,Property damage only,Yes,No,No,4,0,0,0,0,0
2004,Far Northern,Fatal,No,No,No,7,7,3,5,0,15
2004,Far Northern,Fatal,Yes,No,No,4,5,3,1,0,9
2004,Far Northern,Hospitalisation,No,No,No,260,0,310,40,20,370
2004,Far Northern,Hospitalisation,No,No,Yes,9,0,11,0,3,14
2004,Far Northern,Hospitalisation,No,Yes,No,21,0,26,2,0,28
2004,Far Northern,Hospitalisation,Yes,No,No,66,0,70,1,1,72
2004,Far Northern,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2004,Far Northern,Medical treatment,No,No,No,212,0,0,248,8,256
2004,Far Northern,Medical treatment,No,No,Yes,6,0,0,11,0,11
2004,Far Northern,Medical treatment,No,Yes,No,10,0,0,12,0,12
2004,Far Northern,Medical treatment,No,Yes,Yes,1,0,0,1,0,1
2004,Far Northern,Medical treatment,Yes,No,No,37,0,0,39,2,41
2004,Far Northern,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2004,Far Northern,Minor injury,No,No,No,176,0,0,0,210,210
2004,Far Northern,Minor injury,No,No,Yes,5,0,0,0,6,6
2004,Far Northern,Minor injury,No,Yes,No,14,0,0,0,15,15
2004,Far Northern,Minor injury,No,Yes,Yes,1,0,0,0,1,1
2004,Far Northern,Minor injury,Yes,No,No,19,0,0,0,19,19
2004,Far Northern,Property damage only,No,No,No,610,0,0,0,0,0
2004,Far Northern,Property damage only,No,No,Yes,9,0,0,0,0,0
2004,Far Northern,Property damage only,No,Yes,No,37,0,0,0,0,0
2004,Far Northern,Property damage only,Yes,No,No,2,0,0,0,0,0
2004,North Coast,Fatal,No,No,No,53,56,30,4,0,90
2004,North Coast,Fatal,No,No,Yes,1,1,2,11,0,14
2004,North Coast,Fatal,No,Yes,No,8,10,2,1,0,13
2004,North Coast,Fatal,Yes,No,No,9,9,2,0,0,11
2004,North Coast,Hospitalisation,No,No,No,733,0,954,112,41,1107
2004,North Coast,Hospitalisation,No,No,Yes,13,0,19,5,4,28
2004,North Coast,Hospitalisation,No,Yes,No,59,0,68,18,1,87
2004,North Coast,Hospitalisation,No,Yes,Yes,1,0,5,6,0,11
2004,North Coast,Hospitalisation,Yes,No,No,148,0,161,5,3,169
2004,North Coast,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2004,North Coast,Hospitalisation,Yes,Yes,No,6,0,6,0,0,6
2004,North Coast,Medical treatment,No,No,No,835,0,0,1074,68,1142
2004,North Coast,Medical treatment,No,No,Yes,16,0,0,21,5,26
2004,North Coast,Medical treatment,No,Yes,No,59,0,0,65,1,66
2004,North Coast,Medical treatment,Yes,No,No,86,0,0,92,1,93
2004,North Coast,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
2004,North Coast,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2004,North Coast,Minor injury,No,No,No,490,0,0,0,586,586
2004,North Coast,Minor injury,No,No,Yes,5,0,0,0,6,6
2004,North Coast,Minor injury,No,Yes,No,35,0,0,0,39,39
2004,North Coast,Minor injury,No,Yes,Yes,1,0,0,0,2,2
2004,North Coast,Minor injury,Yes,No,No,38,0,0,0,44,44
2004,North Coast,Minor injury,Yes,Yes,No,1,0,0,0,1,1
2004,North Coast,Property damage only,No,No,No,1729,0,0,0,0,0
2004,North Coast,Property damage only,No,No,Yes,18,0,0,0,0,0
2004,North Coast,Property damage only,No,Yes,No,152,0,0,0,0,0
2004,North Coast,Property damage only,Yes,No,No,4,0,0,0,0,0
2004,North Coast,Property damage only,Yes,Yes,No,1,0,0,0,0,0
2004,Northern,Fatal,No,No,No,11,13,7,1,1,22
2004,Northern,Fatal,No,No,Yes,1,1,4,3,0,8
2004,Northern,Fatal,Yes,No,No,3,3,0,0,0,3
2004,Northern,Hospitalisation,No,No,No,217,0,271,35,13,319
2004,Northern,Hospitalisation,No,No,Yes,8,0,8,1,1,10
2004,Northern,Hospitalisation,No,Yes,No,20,0,22,0,1,23
2004,Northern,Hospitalisation,Yes,No,No,51,0,52,0,3,55
2004,Northern,Hospitalisation,Yes,Yes,No,1,0,1,0,0,1
2004,Northern,Medical treatment,No,No,No,225,0,0,292,19,311
2004,Northern,Medical treatment,No,No,Yes,2,0,0,2,0,2
2004,Northern,Medical treatment,No,Yes,No,13,0,0,16,1,17
2004,Northern,Medical treatment,Yes,No,No,33,0,0,33,1,34
2004,Northern,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2004,Northern,Minor injury,No,No,No,120,0,0,0,139,139
2004,Northern,Minor injury,No,No,Yes,2,0,0,0,2,2
2004,Northern,Minor injury,No,Yes,No,6,0,0,0,8,8
2004,Northern,Minor injury,Yes,No,No,20,0,0,0,21,21
2004,Northern,Property damage only,No,No,No,503,0,0,0,0,0
2004,Northern,Property damage only,No,No,Yes,3,0,0,0,0,0
2004,Northern,Property damage only,No,Yes,No,40,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,No,2,0,0,0,0,0
2004,South Eastern,Fatal,No,No,No,32,34,19,2,1,56
2004,South Eastern,Fatal,No,Yes,No,4,4,1,0,0,5
2004,South Eastern,Fatal,Yes,No,No,7,7,1,0,0,8
2004,South Eastern,Fatal,Yes,No,Yes,1,1,0,0,0,1
2004,South Eastern,Hospitalisation,No,No,No,704,0,865,86,62,1013
2004,South Eastern,Hospitalisation,No,No,Yes,11,0,12,3,1,16
2004,South Eastern,Hospitalisation,No,Yes,No,47,0,54,9,0,63
2004,South Eastern,Hospitalisation,Yes,No,No,132,0,141,4,2,147
2004,South Eastern,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2004,South Eastern,Hospitalisation,Yes,Yes,No,2,0,2,0,0,2
2004,South Eastern,Medical treatment,No,No,No,802,0,0,975,75,1050
2004,South Eastern,Medical treatment,No,No,Yes,18,0,0,21,1,22
2004,South Eastern,Medical treatment,No,Yes,No,47,0,0,61,5,66
2004,South Eastern,Medical treatment,Yes,No,No,67,0,0,69,1,70
2004,South Eastern,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
2004,South Eastern,Medical treatment,Yes,Yes,No,3,0,0,3,0,3
2004,South Eastern,Minor injury,No,No,No,479,0,0,0,588,588
2004,South Eastern,Minor injury,No,No,Yes,10,0,0,0,24,24
2004,South Eastern,Minor injury,No,Yes,No,25,0,0,0,30,30
2004,South Eastern,Minor injury,No,Yes,Yes,1,0,0,0,1,1
2004,South Eastern,Minor injury,Yes,No,No,44,0,0,0,48,48
2004,South Eastern,Minor injury,Yes,Yes,No,2,0,0,0,2,2
2004,South Eastern,Property damage only,No,No,No,1317,0,0,0,0,0
2004,South Eastern,Property damage only,No,No,Yes,23,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,No,94,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,5,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,No,1,0,0,0,0,0
2004,Southern,Fatal,No,No,No,42,50,35,3,3,91
2004,Southern,Fatal,No,Yes,No,8,8,2,1,0,11
2004,Southern,Fatal,Yes,No,No,6,7,1,0,0,8
2004,Southern,Hospitalisation,No,No,No,468,0,601,63,30,694
2004,Southern,Hospitalisation,No,No,Yes,3,0,5,0,1,6
2004,Southern,Hospitalisation,No,Yes,No,66,0,79,7,2,88
2004,Southern,Hospitalisation,Yes,No,No,73,0,77,2,0,79
2004,Southern,Hospitalisation,Yes,No,Yes,1,0,1,0,1,2
2004,Southern,Hospitalisation,Yes,Yes,No,3,0,3,0,0,3
2004,Southern,Medical treatment,No,No,No,457,0,0,589,29,618
2004,Southern,Medical treatment,No,No,Yes,9,0,0,12,2,14
2004,Southern,Medical treatment,No,Yes,No,40,0,0,44,3,47
2004,Southern,Medical treatment,Yes,No,No,29,0,0,30,0,30
2004,Southern,Medical treatment,Yes,Yes,No,2,0,0,2,0,2
2004,Southern,Minor injury,No,No,No,291,0,0,0,358,358
2004,Southern,Minor injury,No,No,Yes,3,0,0,0,5,5
2004,Southern,Minor injury,No,Yes,No,34,0,0,0,45,45
2004,Southern,Minor injury,Yes,No,No,19,0,0,0,20,20
2004,Southern,Minor injury,Yes,Yes,No,1,0,0,0,1,1
2004,Southern,Property damage only,No,No,No,1271,0,0,0,0,0
2004,Southern,Property damage only,No,No,Yes,9,0,0,0,0,0
2004,Southern,Property damage only,No,Yes,No,140,0,0,0,0,0
2004,Southern,Property damage only,Yes,No,No,4,0,0,0,0,0
2004,Unknown,Hospitalisation,No,No,No,8,0,11,3,1,15
2004,Unknown,Hospitalisation,Yes,No,No,1,0,1,0,1,2
2004,Unknown,Medical treatment,No,No,No,7,0,0,7,0,7
2004,Unknown,Medical treatment,Yes,No,No,2,0,0,2,0,2
2004,Unknown,Minor injury,No,No,No,4,0,0,0,4,4
2004,Unknown,Property damage only,No,No,No,10,0,0,0,0,0
2004,Unknown,Property damage only,No,Yes,No,2,0,0,0,0,0
2004,Unknown,Property damage only,Yes,Yes,No,1,0,0,0,0,0
2005,Brisbane,Fatal,No,No,No,23,24,11,2,1,38
2005,Brisbane,Fatal,No,No,Yes,1,1,0,0,0,1
2005,Brisbane,Fatal,No,Yes,No,1,1,0,0,0,1
2005,Brisbane,Fatal,Yes,No,No,16,16,1,2,0,19
2005,Brisbane,Hospitalisation,No,No,No,1082,0,1309,147,85,1541
2005,Brisbane,Hospitalisation,No,No,Yes,36,0,52,11,11,74
2005,Brisbane,Hospitalisation,No,Yes,No,88,0,95,9,8,112
2005,Brisbane,Hospitalisation,No,Yes,Yes,1,0,1,1,0,2
2005,Brisbane,Hospitalisation,Yes,No,No,236,0,247,7,2,256
2005,Brisbane,Hospitalisation,Yes,Yes,No,9,0,9,0,0,9
2005,Brisbane,Medical treatment,No,No,No,1582,0,0,1951,147,2098
2005,Brisbane,Medical treatment,No,No,Yes,43,0,0,50,0,50
2005,Brisbane,Medical treatment,No,Yes,No,116,0,0,139,11,150
2005,Brisbane,Medical treatment,No,Yes,Yes,2,0,0,2,0,2
2005,Brisbane,Medical treatment,Yes,No,No,171,0,0,176,6,182
2005,Brisbane,Medical treatment,Yes,Yes,No,6,0,0,6,0,6
2005,Brisbane,Minor injury,No,No,No,823,0,0,0,1001,1001
2005,Brisbane,Minor injury,No,No,Yes,26,0,0,0,29,29
2005,Brisbane,Minor injury,No,Yes,No,72,0,0,0,81,81
2005,Brisbane,Minor injury,No,Yes,Yes,1,0,0,0,1,1
2005,Brisbane,Minor injury,Yes,No,No,86,0,0,0,90,90
2005,Brisbane,Minor injury,Yes,Yes,No,3,0,0,0,3,3
2005,Brisbane,Property damage only,No,No,No,2163,0,0,0,0,0
2005,Brisbane,Property damage only,No,No,Yes,30,0,0,0,0,0
2005,Brisbane,Property damage only,No,Yes,No,246,0,0,0,0,0
2005,Brisbane,Property damage only,No,Yes,Yes,1,0,0,0,0,0
2005,Brisbane,Property damage only,Yes,No,No,11,0,0,0,0,0
2005,Brisbane,Property damage only,Yes,Yes,No,2,0,0,0,0,0
2005,Central,Fatal,No,No,No,28,33,8,5,0,46
2005,Central,Fatal,No,Yes,No,8,11,3,0,0,14
2005,Central,Fatal,Yes,No,No,4,4,0,0,0,4
2005,Central,Hospitalisation,No,No,No,371,0,462,43,23,528
2005,Central,Hospitalisation,No,No,Yes,6,0,9,2,0,11
2005,Central,Hospitalisation,No,Yes,No,54,0,63,10,3,76
2005,Central,Hospitalisation,No,Yes,Yes,1,0,1,5,0,6
2005,Central,Hospitalisation,Yes,No,No,86,0,90,0,2,92
2005,Central,Hospitalisation,Yes,Yes,No,3,0,4,0,0,4
2005,Central,Medical treatment,No,No,No,339,0,0,427,32,459
2005,Central,Medical treatment,No,No,Yes,5,0,0,7,1,8
2005,Central,Medical treatment,No,Yes,No,34,0,0,36,3,39
2005,Central,Medical treatment,Yes,No,No,43,0,0,44,0,44
2005,Central,Minor injury,No,No,No,215,0,0,0,253,253
2005,Central,Minor injury,No,No,Yes,4,0,0,0,7,7
2005,Central,Minor injury,No,Yes,No,20,0,0,0,22,22
2005,Central,Minor injury,Yes,No,No,28,0,0,0,29,29
2005,Central,Property damage only,No,No,No,843,0,0,0,0,0
2005,Central,Property damage only,No,No,Yes,6,0,0,0,0,0
2005,Central,Property damage only,No,Yes,No,87,0,0,0,0,0
2005,Central,Property damage only,No,Yes,Yes,1,0,0,0,0,0
2005,Central,Property damage only,Yes,No,No,2,0,0,0,0,0
2005,Far Northern,Fatal,No,No,No,15,15,1,3,1,20
2005,Far Northern,Fatal,No,No,Yes,1,1,1,0,0,2
2005,Far Northern,Fatal,No,Yes,No,3,3,0,0,0,3
2005,Far Northern,Fatal,Yes,No,No,8,8,1,0,1,10
2005,Far Northern,Fatal,Yes,No,Yes,1,1,0,0,0,1
2005,Far Northern,Hospitalisation,No,No,No,282,0,347,35,16,398
2005,Far Northern,Hospitalisation,No,No,Yes,7,0,13,0,0,13
2005,Far Northern,Hospitalisation,No,Yes,No,28,0,31,1,2,34
2005,Far Northern,Hospitalisation,Yes,No,No,70,0,72,1,1,74
2005,Far Northern,Hospitalisation,Yes,No,Yes,1,0,2,0,0,2
2005,Far Northern,Hospitalisation,Yes,Yes,No,1,0,1,0,0,1
2005,Far Northern,Medical treatment,No,No,No,203,0,0,241,16,257
2005,Far Northern,Medical treatment,No,No,Yes,5,0,0,5,0,5
2005,Far Northern,Medical treatment,No,Yes,No,7,0,0,10,0,10
2005,Far Northern,Medical treatment,Yes,No,No,21,0,0,22,0,22
2005,Far Northern,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2005,Far Northern,Minor injury,No,No,No,150,0,0,0,179,179
2005,Far Northern,Minor injury,No,No,Yes,4,0,0,0,4,4
2005,Far Northern,Minor injury,No,Yes,No,16,0,0,0,17,17
2005,Far Northern,Minor injury,Yes,No,No,17,0,0,0,17,17
2005,Far Northern,Property damage only,No,No,No,526,0,0,0,0,0
2005,Far Northern,Property damage only,No,No,Yes,17,0,0,0,0,0
2005,Far Northern,Property damage only,No,Yes,No,42,0,0,0,0,0
2005,Far Northern,Property damage only,No,Yes,Yes,1,0,0,0,0,0
2005,Far Northern,Property damage only,Yes,No,No,1,0,0,0,0,0
2005,North Coast,Fatal,No,No,No,44,48,32,13,1,94
2005,North Coast,Fatal,No,No,Yes,2,4,8,0,1,13
2005,North Coast,Fatal,No,Yes,No,10,12,5,0,0,17
2005,North Coast,Fatal,Yes,No,No,10,11,0,3,2,16
2005,North Coast,Hospitalisation,No,No,No,714,0,893,102,38,1033
2005,North Coast,Hospitalisation,No,No,Yes,15,0,38,19,6,63
2005,North Coast,Hospitalisation,No,Yes,No,72,0,79,7,3,89
