Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Male_Driver,Involving_Female_Driver,Involving_Young_Driver_16-24,Involving_Senior_Driver_60plus,Involving_Provisional_Driver,Involving_Overseas_Licensed_Driver,Involving_Unlicensed_Driver,Count_Crashes,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_All
2004,Northern,Minor injury,Yes,Yes,Yes,No,Yes,No,No,4,0,0,0,5,5
2004,Northern,Minor injury,Yes,Yes,Yes,No,Yes,No,Yes,1,0,0,0,2,2
2004,Northern,Minor injury,Yes,Yes,Yes,Yes,No,No,No,1,0,0,0,1,1
2004,Northern,Minor injury,Yes,Yes,Yes,Yes,Yes,No,No,4,0,0,0,4,4
2004,Northern,Property damage only,No,No,No,No,No,No,No,15,0,0,0,0,0
2004,Northern,Property damage only,No,Yes,No,No,No,No,No,31,0,0,0,0,0
2004,Northern,Property damage only,No,Yes,No,No,No,No,Yes,5,0,0,0,0,0
2004,Northern,Property damage only,No,Yes,No,No,No,Yes,No,2,0,0,0,0,0
2004,Northern,Property damage only,No,Yes,No,No,Yes,No,No,2,0,0,0,0,0
2004,Northern,Property damage only,No,Yes,No,Yes,No,No,No,17,0,0,0,0,0
2004,Northern,Property damage only,No,Yes,Yes,No,No,No,No,19,0,0,0,0,0
2004,Northern,Property damage only,No,Yes,Yes,No,Yes,No,No,24,0,0,0,0,0
2004,Northern,Property damage only,No,Yes,Yes,Yes,No,No,No,1,0,0,0,0,0
2004,Northern,Property damage only,No,Yes,Yes,Yes,Yes,No,No,2,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,No,No,No,No,No,88,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,No,No,No,No,Yes,8,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,No,No,No,Yes,No,4,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,No,No,Yes,No,No,4,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,No,Yes,No,No,No,27,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,Yes,No,No,No,No,57,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,Yes,No,No,No,Yes,10,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,Yes,No,No,Yes,No,4,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,Yes,No,Yes,No,No,65,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,Yes,No,Yes,No,Yes,1,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,Yes,Yes,No,No,No,5,0,0,0,0,0
2004,Northern,Property damage only,Yes,No,Yes,Yes,Yes,No,No,7,0,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,No,No,No,No,No,40,0,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,No,No,No,No,Yes,1,0,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,No,No,Yes,No,No,1,0,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,No,Yes,No,No,No,19,0,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,No,Yes,No,No,Yes,1,0,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,No,Yes,No,Yes,No,2,0,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,Yes,No,No,No,No,31,0,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,Yes,No,No,No,Yes,3,0,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,Yes,No,Yes,No,No,41,0,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,Yes,No,Yes,No,Yes,1,0,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,Yes,No,Yes,Yes,No,1,0,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,Yes,Yes,No,No,No,2,0,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,Yes,Yes,Yes,No,No,7,0,0,0,0,0
2004,South Eastern,Fatal,No,No,No,No,No,No,No,1,1,0,0,0,1
2004,South Eastern,Fatal,No,Yes,No,No,No,No,No,2,2,1,0,0,3
2004,South Eastern,Fatal,No,Yes,Yes,No,No,No,Yes,1,1,0,0,0,1
2004,South Eastern,Fatal,Yes,No,No,No,No,No,No,10,10,2,0,0,12
2004,South Eastern,Fatal,Yes,No,No,No,No,No,Yes,5,5,1,0,0,6
2004,South Eastern,Fatal,Yes,No,No,No,Yes,No,No,1,2,0,0,0,2
2004,South Eastern,Fatal,Yes,No,No,Yes,No,No,No,7,7,5,0,0,12
2004,South Eastern,Fatal,Yes,No,No,Yes,No,No,Yes,1,1,1,0,0,2
2004,South Eastern,Fatal,Yes,No,Yes,No,No,No,No,2,2,2,0,0,4
2004,South Eastern,Fatal,Yes,No,Yes,No,No,No,Yes,4,4,0,0,0,4
2004,South Eastern,Fatal,Yes,No,Yes,No,Yes,No,No,4,5,2,2,0,9
2004,South Eastern,Fatal,Yes,Yes,No,No,No,No,No,2,2,2,0,0,4
2004,South Eastern,Fatal,Yes,Yes,No,Yes,No,No,No,1,1,0,0,0,1
2004,South Eastern,Fatal,Yes,Yes,Yes,No,No,No,No,1,1,4,0,0,5
2004,South Eastern,Fatal,Yes,Yes,Yes,No,Yes,No,No,1,1,0,0,0,1
2004,South Eastern,Fatal,Yes,Yes,Yes,Yes,No,No,No,1,1,1,0,1,3
2004,South Eastern,Hospitalisation,No,No,No,No,No,No,No,14,0,15,1,2,18
2004,South Eastern,Hospitalisation,No,Yes,No,No,No,No,No,84,0,97,2,4,103
2004,South Eastern,Hospitalisation,No,Yes,No,No,No,No,Yes,6,0,7,1,0,8
2004,South Eastern,Hospitalisation,No,Yes,No,No,No,Yes,No,3,0,3,0,0,3
2004,South Eastern,Hospitalisation,No,Yes,No,Yes,No,No,No,15,0,16,1,0,17
2004,South Eastern,Hospitalisation,No,Yes,No,Yes,No,Yes,No,1,0,1,0,0,1
2004,South Eastern,Hospitalisation,No,Yes,Yes,No,No,No,No,27,0,39,4,1,44
2004,South Eastern,Hospitalisation,No,Yes,Yes,No,No,No,Yes,6,0,7,0,0,7
2004,South Eastern,Hospitalisation,No,Yes,Yes,No,No,Yes,No,1,0,2,0,0,2
2004,South Eastern,Hospitalisation,No,Yes,Yes,No,Yes,No,No,36,0,42,2,5,49
2004,South Eastern,Hospitalisation,No,Yes,Yes,Yes,No,No,No,3,0,4,0,0,4
2004,South Eastern,Hospitalisation,No,Yes,Yes,Yes,Yes,No,No,2,0,3,0,0,3
2004,South Eastern,Hospitalisation,Yes,No,No,No,No,No,No,201,0,221,19,4,244
2004,South Eastern,Hospitalisation,Yes,No,No,No,No,No,Yes,27,0,36,3,0,39
2004,South Eastern,Hospitalisation,Yes,No,No,No,No,Yes,No,1,0,2,0,0,2
2004,South Eastern,Hospitalisation,Yes,No,No,No,Yes,No,No,6,0,11,0,1,12
2004,South Eastern,Hospitalisation,Yes,No,No,No,Yes,No,Yes,1,0,1,3,0,4
2004,South Eastern,Hospitalisation,Yes,No,No,Yes,No,No,No,34,0,37,1,4,42
2004,South Eastern,Hospitalisation,Yes,No,No,Yes,No,No,Yes,3,0,3,0,0,3
2004,South Eastern,Hospitalisation,Yes,No,No,Yes,No,Yes,No,1,0,1,0,0,1
2004,South Eastern,Hospitalisation,Yes,No,Yes,No,No,No,No,52,0,56,1,0,57
2004,South Eastern,Hospitalisation,Yes,No,Yes,No,No,No,Yes,24,0,28,4,3,35
2004,South Eastern,Hospitalisation,Yes,No,Yes,No,No,Yes,No,7,0,8,1,0,9
2004,South Eastern,Hospitalisation,Yes,No,Yes,No,Yes,No,No,68,0,81,12,8,101
2004,South Eastern,Hospitalisation,Yes,No,Yes,Yes,No,No,No,5,0,5,0,0,5
2004,South Eastern,Hospitalisation,Yes,No,Yes,Yes,No,No,Yes,2,0,3,0,0,3
2004,South Eastern,Hospitalisation,Yes,No,Yes,Yes,Yes,No,No,6,0,8,1,0,9
2004,South Eastern,Hospitalisation,Yes,Yes,No,No,No,No,No,63,0,77,2,5,84
2004,South Eastern,Hospitalisation,Yes,Yes,No,No,No,No,Yes,12,0,16,0,4,20
2004,South Eastern,Hospitalisation,Yes,Yes,No,No,No,Yes,No,3,0,4,3,0,7
2004,South Eastern,Hospitalisation,Yes,Yes,No,No,Yes,No,No,5,0,6,2,2,10
2004,South Eastern,Hospitalisation,Yes,Yes,No,Yes,No,No,No,39,0,53,3,5,61
2004,South Eastern,Hospitalisation,Yes,Yes,No,Yes,No,No,Yes,1,0,1,0,0,1
2004,South Eastern,Hospitalisation,Yes,Yes,No,Yes,No,Yes,No,1,0,1,0,0,1
2004,South Eastern,Hospitalisation,Yes,Yes,No,Yes,No,Yes,Yes,1,0,3,0,0,3
2004,South Eastern,Hospitalisation,Yes,Yes,No,Yes,Yes,No,No,1,0,1,0,0,1
2004,South Eastern,Hospitalisation,Yes,Yes,Yes,No,No,No,No,39,0,54,16,3,73
2004,South Eastern,Hospitalisation,Yes,Yes,Yes,No,No,No,Yes,12,0,15,0,0,15
2004,South Eastern,Hospitalisation,Yes,Yes,Yes,No,No,Yes,No,3,0,3,1,0,4
2004,South Eastern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,No,61,0,75,14,12,101
2004,South Eastern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,Yes,1,0,1,0,0,1
2004,South Eastern,Hospitalisation,Yes,Yes,Yes,No,Yes,Yes,No,1,0,2,0,0,2
2004,South Eastern,Hospitalisation,Yes,Yes,Yes,Yes,No,No,No,11,0,17,3,2,22
2004,South Eastern,Hospitalisation,Yes,Yes,Yes,Yes,No,No,Yes,1,0,2,0,0,2
2004,South Eastern,Hospitalisation,Yes,Yes,Yes,Yes,No,Yes,No,1,0,1,0,0,1
2004,South Eastern,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,No,5,0,6,2,0,8
2004,South Eastern,Medical treatment,No,No,No,No,No,No,No,17,0,0,20,0,20
2004,South Eastern,Medical treatment,No,Yes,No,No,No,No,No,86,0,0,100,2,102
2004,South Eastern,Medical treatment,No,Yes,No,No,No,No,Yes,2,0,0,2,0,2
2004,South Eastern,Medical treatment,No,Yes,No,No,No,Yes,No,2,0,0,2,0,2
2004,South Eastern,Medical treatment,No,Yes,No,No,Yes,No,No,3,0,0,3,0,3
2004,South Eastern,Medical treatment,No,Yes,No,No,Yes,No,Yes,1,0,0,1,1,2
2004,South Eastern,Medical treatment,No,Yes,No,Yes,No,No,No,16,0,0,18,2,20
2004,South Eastern,Medical treatment,No,Yes,No,Yes,No,No,Yes,1,0,0,2,0,2
2004,South Eastern,Medical treatment,No,Yes,Yes,No,No,No,No,32,0,0,32,4,36
2004,South Eastern,Medical treatment,No,Yes,Yes,No,No,No,Yes,4,0,0,7,0,7
2004,South Eastern,Medical treatment,No,Yes,Yes,No,No,Yes,No,2,0,0,2,0,2
2004,South Eastern,Medical treatment,No,Yes,Yes,No,No,Yes,Yes,1,0,0,1,0,1
2004,South Eastern,Medical treatment,No,Yes,Yes,No,Yes,No,No,49,0,0,54,6,60
2004,South Eastern,Medical treatment,No,Yes,Yes,No,Yes,Yes,No,3,0,0,3,0,3
2004,South Eastern,Medical treatment,No,Yes,Yes,Yes,No,No,No,2,0,0,2,1,3
2004,South Eastern,Medical treatment,No,Yes,Yes,Yes,Yes,No,No,3,0,0,4,0,4
2004,South Eastern,Medical treatment,Yes,No,No,No,No,No,No,154,0,0,180,9,189
2004,South Eastern,Medical treatment,Yes,No,No,No,No,No,Yes,13,0,0,15,3,18
2004,South Eastern,Medical treatment,Yes,No,No,No,No,Yes,No,4,0,0,4,0,4
2004,South Eastern,Medical treatment,Yes,No,No,No,Yes,No,No,4,0,0,4,0,4
2004,South Eastern,Medical treatment,Yes,No,No,Yes,No,No,No,46,0,0,59,4,63
2004,South Eastern,Medical treatment,Yes,No,No,Yes,No,No,Yes,2,0,0,2,0,2
2004,South Eastern,Medical treatment,Yes,No,No,Yes,Yes,No,No,1,0,0,1,0,1
2004,South Eastern,Medical treatment,Yes,No,Yes,No,No,No,No,58,0,0,75,6,81
2004,South Eastern,Medical treatment,Yes,No,Yes,No,No,No,Yes,9,0,0,9,1,10
2004,South Eastern,Medical treatment,Yes,No,Yes,No,No,Yes,No,4,0,0,4,1,5
2004,South Eastern,Medical treatment,Yes,No,Yes,No,Yes,No,No,61,0,0,74,7,81
2004,South Eastern,Medical treatment,Yes,No,Yes,No,Yes,No,Yes,3,0,0,3,1,4
2004,South Eastern,Medical treatment,Yes,No,Yes,No,Yes,Yes,No,2,0,0,2,0,2
2004,South Eastern,Medical treatment,Yes,No,Yes,Yes,No,No,No,9,0,0,12,1,13
2004,South Eastern,Medical treatment,Yes,No,Yes,Yes,No,No,Yes,1,0,0,1,0,1
2004,South Eastern,Medical treatment,Yes,No,Yes,Yes,Yes,No,No,5,0,0,7,0,7
2004,South Eastern,Medical treatment,Yes,Yes,No,No,No,No,No,105,0,0,139,11,150
2004,South Eastern,Medical treatment,Yes,Yes,No,No,No,No,Yes,7,0,0,7,0,7
2004,South Eastern,Medical treatment,Yes,Yes,No,No,No,Yes,No,6,0,0,6,0,6
2004,South Eastern,Medical treatment,Yes,Yes,No,No,Yes,No,No,6,0,0,8,1,9
2004,South Eastern,Medical treatment,Yes,Yes,No,No,Yes,No,Yes,1,0,0,2,0,2
2004,South Eastern,Medical treatment,Yes,Yes,No,Yes,No,No,No,33,0,0,37,3,40
2004,South Eastern,Medical treatment,Yes,Yes,No,Yes,No,No,Yes,3,0,0,8,0,8
2004,South Eastern,Medical treatment,Yes,Yes,Yes,No,No,No,No,66,0,0,81,6,87
2004,South Eastern,Medical treatment,Yes,Yes,Yes,No,No,No,Yes,12,0,0,13,1,14
2004,South Eastern,Medical treatment,Yes,Yes,Yes,No,No,Yes,No,5,0,0,6,0,6
2004,South Eastern,Medical treatment,Yes,Yes,Yes,No,Yes,No,No,75,0,0,95,10,105
2004,South Eastern,Medical treatment,Yes,Yes,Yes,No,Yes,No,Yes,5,0,0,6,0,6
2004,South Eastern,Medical treatment,Yes,Yes,Yes,No,Yes,Yes,No,2,0,0,2,0,2
2004,South Eastern,Medical treatment,Yes,Yes,Yes,Yes,No,No,No,5,0,0,6,1,7
2004,South Eastern,Medical treatment,Yes,Yes,Yes,Yes,Yes,No,No,7,0,0,9,0,9
2004,South Eastern,Minor injury,No,No,No,No,No,No,No,8,0,0,0,8,8
2004,South Eastern,Minor injury,No,Yes,No,No,No,No,No,63,0,0,0,74,74
2004,South Eastern,Minor injury,No,Yes,No,No,No,No,Yes,3,0,0,0,4,4
2004,South Eastern,Minor injury,No,Yes,No,No,No,Yes,No,1,0,0,0,1,1
2004,South Eastern,Minor injury,No,Yes,No,No,Yes,No,No,2,0,0,0,2,2
2004,South Eastern,Minor injury,No,Yes,No,Yes,No,No,No,2,0,0,0,2,2
2004,South Eastern,Minor injury,No,Yes,No,Yes,Yes,No,No,1,0,0,0,1,1
2004,South Eastern,Minor injury,No,Yes,Yes,No,No,No,No,21,0,0,0,32,32
2004,South Eastern,Minor injury,No,Yes,Yes,No,No,No,Yes,4,0,0,0,4,4
2004,South Eastern,Minor injury,No,Yes,Yes,No,Yes,No,No,25,0,0,0,30,30
2004,South Eastern,Minor injury,No,Yes,Yes,Yes,Yes,No,No,1,0,0,0,1,1
2004,South Eastern,Minor injury,Yes,No,No,No,No,No,No,107,0,0,0,135,135
2004,South Eastern,Minor injury,Yes,No,No,No,No,No,Yes,4,0,0,0,4,4
2004,South Eastern,Minor injury,Yes,No,No,No,No,Yes,No,2,0,0,0,2,2
2004,South Eastern,Minor injury,Yes,No,No,No,Yes,No,No,4,0,0,0,4,4
2004,South Eastern,Minor injury,Yes,No,No,Yes,No,No,No,20,0,0,0,23,23
2004,South Eastern,Minor injury,Yes,No,Yes,No,No,No,No,37,0,0,0,44,44
2004,South Eastern,Minor injury,Yes,No,Yes,No,No,No,Yes,8,0,0,0,9,9
2004,South Eastern,Minor injury,Yes,No,Yes,No,Yes,No,No,36,0,0,0,38,38
2004,South Eastern,Minor injury,Yes,No,Yes,No,Yes,No,Yes,1,0,0,0,2,2
2004,South Eastern,Minor injury,Yes,No,Yes,No,Yes,Yes,No,1,0,0,0,1,1
2004,South Eastern,Minor injury,Yes,No,Yes,Yes,No,No,No,1,0,0,0,1,1
2004,South Eastern,Minor injury,Yes,No,Yes,Yes,Yes,No,No,3,0,0,0,4,4
2004,South Eastern,Minor injury,Yes,Yes,No,No,No,No,No,65,0,0,0,81,81
2004,South Eastern,Minor injury,Yes,Yes,No,No,No,No,Yes,9,0,0,0,9,9
2004,South Eastern,Minor injury,Yes,Yes,No,No,No,Yes,No,3,0,0,0,3,3
2004,South Eastern,Minor injury,Yes,Yes,No,No,Yes,No,No,4,0,0,0,5,5
2004,South Eastern,Minor injury,Yes,Yes,No,Yes,No,No,No,20,0,0,0,26,26
2004,South Eastern,Minor injury,Yes,Yes,No,Yes,No,No,Yes,1,0,0,0,1,1
2004,South Eastern,Minor injury,Yes,Yes,No,Yes,No,Yes,No,1,0,0,0,1,1
2004,South Eastern,Minor injury,Yes,Yes,No,Yes,Yes,No,No,1,0,0,0,1,1
2004,South Eastern,Minor injury,Yes,Yes,Yes,No,No,No,No,36,0,0,0,49,49
2004,South Eastern,Minor injury,Yes,Yes,Yes,No,No,No,Yes,6,0,0,0,7,7
2004,South Eastern,Minor injury,Yes,Yes,Yes,No,No,Yes,No,2,0,0,0,4,4
2004,South Eastern,Minor injury,Yes,Yes,Yes,No,Yes,No,No,45,0,0,0,61,61
2004,South Eastern,Minor injury,Yes,Yes,Yes,No,Yes,No,Yes,1,0,0,0,1,1
2004,South Eastern,Minor injury,Yes,Yes,Yes,No,Yes,Yes,No,2,0,0,0,4,4
2004,South Eastern,Minor injury,Yes,Yes,Yes,Yes,No,No,No,3,0,0,0,3,3
2004,South Eastern,Minor injury,Yes,Yes,Yes,Yes,Yes,No,No,7,0,0,0,11,11
2004,South Eastern,Property damage only,No,No,No,No,No,No,No,57,0,0,0,0,0
2004,South Eastern,Property damage only,No,No,No,No,Yes,No,No,1,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,No,No,No,No,No,103,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,No,No,No,No,Yes,13,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,No,No,No,Yes,No,2,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,No,No,No,Yes,Yes,1,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,No,No,Yes,No,No,4,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,No,Yes,No,No,No,15,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,Yes,No,No,No,No,33,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,Yes,No,No,No,Yes,6,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,Yes,No,No,Yes,No,2,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,Yes,No,Yes,No,No,44,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,Yes,No,Yes,No,Yes,4,0,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,Yes,Yes,Yes,No,No,3,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,No,No,No,No,247,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,No,No,No,Yes,20,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,No,No,Yes,No,9,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,No,No,Yes,Yes,1,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,No,Yes,No,No,9,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,Yes,No,No,No,65,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,Yes,No,No,Yes,2,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,Yes,No,Yes,No,2,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,Yes,Yes,No,No,1,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,Yes,No,No,No,No,107,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,Yes,No,No,No,Yes,36,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,Yes,No,No,Yes,No,10,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,Yes,No,No,Yes,Yes,1,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,Yes,No,Yes,No,No,188,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,Yes,No,Yes,No,Yes,4,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,Yes,Yes,No,No,No,9,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,Yes,Yes,Yes,No,No,8,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,Yes,Yes,Yes,Yes,No,1,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,No,No,No,No,No,135,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,No,No,No,No,Yes,12,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,No,No,No,Yes,No,8,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,No,No,Yes,No,No,6,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,No,Yes,No,No,No,44,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,No,Yes,No,No,Yes,1,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,No,Yes,Yes,No,No,1,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,Yes,No,No,No,No,76,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,Yes,No,No,No,Yes,9,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,Yes,No,No,Yes,No,2,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,Yes,No,Yes,No,No,99,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,Yes,No,Yes,No,Yes,6,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,Yes,No,Yes,Yes,No,4,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,Yes,Yes,No,No,No,16,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,Yes,Yes,No,No,Yes,2,0,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,Yes,Yes,Yes,No,No,11,0,0,0,0,0
2004,Southern,Fatal,No,Yes,No,No,No,No,No,5,5,0,0,0,5
2004,Southern,Fatal,No,Yes,No,No,No,No,Yes,1,2,1,0,0,3
2004,Southern,Fatal,No,Yes,No,Yes,No,No,No,2,3,5,0,0,8
2004,Southern,Fatal,No,Yes,Yes,No,No,No,Yes,1,3,2,0,0,5
2004,Southern,Fatal,No,Yes,Yes,No,Yes,No,No,3,3,0,1,0,4
2004,Southern,Fatal,Yes,No,No,No,No,No,No,18,19,7,1,0,27
2004,Southern,Fatal,Yes,No,No,No,No,No,Yes,2,2,3,1,0,6
2004,Southern,Fatal,Yes,No,No,No,Yes,No,No,1,1,1,0,0,2
2004,Southern,Fatal,Yes,No,No,Yes,No,No,No,3,3,1,0,0,4
2004,Southern,Fatal,Yes,No,No,Yes,No,No,Yes,2,2,1,0,0,3
2004,Southern,Fatal,Yes,No,Yes,No,No,No,No,6,8,1,0,1,10
2004,Southern,Fatal,Yes,No,Yes,No,No,No,Yes,1,1,1,0,0,2
2004,Southern,Fatal,Yes,No,Yes,No,Yes,No,No,4,4,0,0,0,4
2004,Southern,Fatal,Yes,Yes,No,No,No,No,No,4,5,3,0,0,8
2004,Southern,Fatal,Yes,Yes,Yes,No,No,No,No,1,2,6,1,0,9
2004,Southern,Fatal,Yes,Yes,Yes,No,Yes,No,No,1,1,6,0,0,7
2004,Southern,Fatal,Yes,Yes,Yes,Yes,No,No,No,1,1,0,0,2,3
2004,Southern,Hospitalisation,No,No,No,No,No,No,No,7,0,7,1,0,8
2004,Southern,Hospitalisation,No,Yes,No,No,No,No,No,65,0,73,8,4,85
2004,Southern,Hospitalisation,No,Yes,No,No,No,No,Yes,3,0,4,0,0,4
2004,Southern,Hospitalisation,No,Yes,No,No,No,Yes,No,1,0,1,0,0,1
2004,Southern,Hospitalisation,No,Yes,No,No,Yes,No,No,1,0,2,0,0,2
2004,Southern,Hospitalisation,No,Yes,No,Yes,No,No,No,12,0,15,0,3,18
2004,Southern,Hospitalisation,No,Yes,No,Yes,Yes,No,No,1,0,1,0,0,1
2004,Southern,Hospitalisation,No,Yes,Yes,No,No,No,No,20,0,25,2,1,28
2004,Southern,Hospitalisation,No,Yes,Yes,No,No,No,Yes,1,0,1,0,0,1
2004,Southern,Hospitalisation,No,Yes,Yes,No,No,Yes,No,1,0,1,0,1,2
2004,Southern,Hospitalisation,No,Yes,Yes,No,Yes,No,No,34,0,39,7,1,47
2004,Southern,Hospitalisation,No,Yes,Yes,Yes,No,No,No,1,0,1,0,0,1
2004,Southern,Hospitalisation,No,Yes,Yes,Yes,Yes,No,No,1,0,3,0,0,3
2004,Southern,Hospitalisation,Yes,No,No,No,No,No,No,149,0,178,15,3,196
2004,Southern,Hospitalisation,Yes,No,No,No,No,No,Yes,13,0,21,7,0,28
2004,Southern,Hospitalisation,Yes,No,No,No,No,Yes,No,3,0,3,0,0,3
2004,Southern,Hospitalisation,Yes,No,No,No,Yes,No,No,4,0,4,0,0,4
2004,Southern,Hospitalisation,Yes,No,No,Yes,No,No,No,51,0,60,5,4,69
2004,Southern,Hospitalisation,Yes,No,No,Yes,No,No,Yes,3,0,3,0,0,3
2004,Southern,Hospitalisation,Yes,No,Yes,No,No,No,No,46,0,69,4,1,74
2004,Southern,Hospitalisation,Yes,No,Yes,No,No,No,Yes,13,0,13,0,0,13
2004,Southern,Hospitalisation,Yes,No,Yes,No,No,Yes,No,1,0,1,0,0,1
2004,Southern,Hospitalisation,Yes,No,Yes,No,Yes,No,No,59,0,78,4,5,87
2004,Southern,Hospitalisation,Yes,No,Yes,No,Yes,No,Yes,2,0,3,0,0,3
2004,Southern,Hospitalisation,Yes,No,Yes,Yes,No,No,No,6,0,7,1,0,8
2004,Southern,Hospitalisation,Yes,No,Yes,Yes,No,No,Yes,1,0,1,0,0,1
2004,Southern,Hospitalisation,Yes,No,Yes,Yes,Yes,No,No,4,0,6,1,1,8
2004,Southern,Hospitalisation,Yes,Yes,No,No,No,No,No,38,0,53,6,3,62
2004,Southern,Hospitalisation,Yes,Yes,No,No,No,No,Yes,1,0,1,2,0,3
2004,Southern,Hospitalisation,Yes,Yes,No,Yes,No,No,No,23,0,29,2,3,34
2004,Southern,Hospitalisation,Yes,Yes,No,Yes,No,Yes,No,1,0,1,0,0,1
2004,Southern,Hospitalisation,Yes,Yes,Yes,No,No,No,No,10,0,15,1,2,18
2004,Southern,Hospitalisation,Yes,Yes,Yes,No,No,No,Yes,5,0,6,3,1,10
2004,Southern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,No,21,0,28,2,0,30
2004,Southern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,Yes,2,0,3,0,0,3
2004,Southern,Hospitalisation,Yes,Yes,Yes,No,Yes,Yes,No,1,0,1,0,0,1
2004,Southern,Hospitalisation,Yes,Yes,Yes,Yes,No,No,No,4,0,4,0,1,5
2004,Southern,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,No,5,0,5,1,0,6
2004,Southern,Medical treatment,No,No,No,No,No,No,No,4,0,0,4,0,4
2004,Southern,Medical treatment,No,Yes,No,No,No,No,No,72,0,0,88,3,91
2004,Southern,Medical treatment,No,Yes,No,No,No,No,Yes,2,0,0,4,0,4
2004,Southern,Medical treatment,No,Yes,No,No,Yes,No,No,1,0,0,2,0,2
